,title
6321,The Life and Times of Judge Roy Bean
6322,She Hate Me
6323,Pirates
6324,Bananas
6325,East Is East
6326,Pecker
6327,Soul Men
6328,My Fellow Americans
6329,Casa de mi Padre
6330,B*A*P*S
6331,"Hello, My Name Is Doris"
6332,Bob Roberts
6333,Human Nature
6334,Husbands and Wives
6335,Lost in America
6336,The Big Picture
6337,Accidental Love
6338,Full Frontal
6339,North Dallas Forty
6340,Leap of Faith
6341,Dear White People
6342,Zelig
6343,Life Stinks
6344,Head of State
6345,What Planet Are You From?
6346,Other People's Money
6347,Material Girls
6348,Haunted Honeymoon
6349,Run Ronnie Run
6350,Stardust Memories
6351,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson"
6352,The Barbarian Invasions
6353,The Brother from Another Planet
6354,Fellini's Roma
6355,The Muse
6356,The Associate
6357,Holy Man
6358,How to Get Ahead in Advertising
6359,Moon Over Parador
6360,Religulous
6361,Where to Invade Next
6362,Touch
6363,Protocol
6364,Elvis & Nixon
6365,Crazy People
6366,Modern Romance
6367,Space Station 76
6368,"Happy, Texas"
6369,The Hoax
6370,Amos & Andrew
6371,American Dreamz
6372,The Closet
6373,Flashback
6374,Flashback
6375,The Decline of the American Empire
6376,The Amateurs
6377,Syrup
6378,I Served the King of England
6379,City of Women
6380,Loving
6381,Ginger & Fred
6382,The TV Set
6383,Visioneers
6384,12:08 East of Bucharest
6385,Nothing Personal
6386,Potiche
6387,Marci X
6388,Seducing Doctor Lewis
6389,American Virgin
6390,Good Hair
6391,The Band's Visit
6392,Where in the World Is Osama Bin Laden?
6393,Trial and Error
6394,"What's Up, Doc?"
6395,Wonder Boys
6396,Confidentially Yours
6397,Love on the Run
6398,Last Breath
6399,Pirates of the Caribbean: The Curse of the Black Pearl
6400,Pirates of the Caribbean: Dead Men Tell No Tales
6401,The Abyss
6402,The Abyss
6403,In the Heart of the Sea
6404,Sinbad: Legend of the Seven Seas
6405,The Final Countdown
6406,All Is Lost
6407,The Pirates! Band of Misfits
6408,The Deepest Breath
6409,Robinson Crusoe
6410,Return to Paradise
6411,Malice
6412,To Catch a Killer
6413,MaXXXine
6414,Sin City
6415,The House That Jack Built
6416,Mindcage
6417,Manhunter
6418,Perfume: The Story of a Murderer
6419,Cruising
6420,Frequency
6421,Kiss the Girls
6422,"Alice, Sweet Alice"
6423,The Iceman
6424,Summer of Sam
6425,A Nightmare on Elm Street
6426,A Nightmare on Elm Street
6427,The Snowman
6428,The Frozen Ground
6429,Texas Chainsaw Massacre
6430,From Hell
6431,Cobra
6432,Cobra
6433,Opera
6434,Hannibal Rising
6435,Along Came a Spider
6436,Solace
6437,Leatherface
6438,Mindhunters
6439,Sea of Love
6440,Phenomena
6441,Texas Killing Fields
6442,Bereavement
6443,88 Minutes
6444,Pride and Glory
6445,Untraceable
6446,The Watcher
6447,Ted Bundy
6448,Amsterdamned
6449,Maniac Cop 2
6450,Madhouse
6451,Mrs. Serial Killer
6452,Smile 2
6453,A Serbian Film
6454,Showgirls
6455,Begin Again
6456,Selena
6457,Shadow of the Vampire
6458,Magic Mike's Last Dance
6459,Being the Ricardos
6460,The Majestic
6461,Trumbo
6462,Hitchcock
6463,Hollywoodland
6464,Gods and Monsters
6465,Day for Night
6466,The Last Tycoon
6467,White Hunter Black Heart
6468,The Other Side of the Wind
6469,The Life and Death of Peter Sellers
6470,Their Finest
6471,In a World...
6472,The Odyssey
6473,Lady Sings the Blues
6474,Fedora
6475,Grown Ups
6476,Big Trouble in Little China
6477,The Cat in the Hat
6478,National Lampoon's Animal House
6479,Richie Rich
6480,Super Troopers
6481,3 Ninjas
6482,Revenge of the Nerds
6483,Peter Rabbit
6484,You Don't Mess with the Zohan
6485,Bad Moms
6486,Scouts Guide to the Zombie Apocalypse
6487,Meatballs
6488,Daddy Day Care
6489,Zoolander 2
6490,Dennis the Menace
6491,Beethoven
6492,Scooby-Doo 2: Monsters Unleashed
6493,National Lampoon's European Vacation
6494,Thunderbirds
6495,Little Man
6496,Hot Rod
6497,Encino Man
6498,Son of the Mask
6499,The Jerk
6500,Hudson Hawk
6501,The Three Stooges
6502,Without a Paddle
6503,Vegas Vacation
6504,Half Baked
6505,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
6506,Wild Mountain Thyme
6507,Baby's Day Out
6508,The Flintstones in Viva Rock Vegas
6509,The Money Pit
6510,Cheaper by the Dozen 2
6511,Big Fat Liar
6512,Ernest Goes to Camp
6513,Jungle 2 Jungle
6514,"Honey, I Blew Up the Kid"
6515,Johnny English Reborn
6516,Police Academy 2: Their First Assignment
6517,The Incredible Burt Wonderstone
6518,The Love Guru
6519,The Master of Disguise
6520,102 Dalmatians
6521,Guyver
6522,Teenage Mutant Ninja Turtles III
6523,Bill & Ted's Bogus Journey
6524,3 Ninjas Kick Back
6525,Kicking & Screaming
6526,RocketMan
6527,Jackass Forever
6528,Playing with Fire
6529,The Spy Next Door
6530,Shaun the Sheep Movie
6531,Armed and Dangerous
6532,Big Momma's House 2
6533,Police Academy 5: Assignment: Miami Beach
6534,Club Paradise
6535,Be Kind Rewind
6536,Moving
6537,My Boss's Daughter
6538,Suburban Commando
6539,Pom Poko
6540,Strike!
6541,Dunston Checks In
6542,The Frisco Kid
6543,House Arrest
6544,My Favorite Martian
6545,Woody Woodpecker
6546,The Apple Dumpling Gang
6547,Are We Done Yet?
6548,Daddy Day Camp
6549,Toc Toc
6550,See Spot Run
6551,King Ralph
6552,Caddyshack II
6553,Bebe's Kids
6554,There Was a Crooked Man...
6555,Leatherheads
6556,Cabin Boy
6557,Dudley Do-Right
6558,Mr. Magoo
6559,Screwed
6560,Blankman
6561,The Mad Adventures of Rabbi Jacob
6562,Guest House Paradiso
6563,Kickin' It Old Skool
6564,Bushwhacked
6565,Piglet's Big Movie
6566,Candleshoe
6567,The Tigger Movie
6568,Johnny Stecchino
6569,The Honeymooners
6570,Baby
6571,Baby
6572,X
6573,X
6574,Final Destination
6575,Scream VI
6576,Terrifier
6577,House of Wax
6578,Thanksgiving
6579,Wrong Turn
6580,Wrong Turn
6581,Orphan
6582,I Know What You Did Last Summer
6583,Hostel
6584,Time Cut
6585,Totally Killer
6586,Scream 3
6587,The Strangers: Chapter 1
6588,Tarot
6589,The Texas Chainsaw Massacre
6590,Urban Legend
6591,High Tension
6592,Fear Street: Part One - 1994
6593,Texas Chainsaw
6594,Suspiria
6595,Suspiria
6596,You're Next
6597,My Bloody Valentine
6598,My Bloody Valentine
6599,Wolf Creek
6600,Curtains
6601,Fear Street: Part Two - 1978
6602,The Fog
6603,The Fog
6604,Truth or Dare
6605,The Texas Chainsaw Massacre: The Beginning
6606,The Midnight Meat Train
6607,Lowlifes
6608,Halloween Kills
6609,Deep Red
6610,The Blackening
6611,Inferno
6612,Inferno
6613,Inferno
6614,Friday the 13th: Part 3
6615,May
6616,Haunt
6617,Haunt
6618,I Still Know What You Did Last Summer
6619,Nurse
6620,Halloween II
6621,Halloween II
6622,Friday the 13th: A New Beginning
6623,Child's Play 2
6624,Stay Alive
6625,Tenebrae
6626,Prom Night
6627,Prom Night
6628,Fear Street: Part Three - 1666
6629,Happy Death Day 2U
6630,Vacancy
6631,The Strangers: Prey at Night
6632,Ouija
6633,The Funhouse
6634,Tourist Trap
6635,Sick
6636,Magic
6637,Halloween 4: The Return of Michael Myers
6638,Intruder
6639,See No Evil
6640,No One Lives
6641,Halloween H20: 20 Years Later
6642,Turistas
6643,Deadly Blessing
6644,Curse of Chucky
6645,There's Someone Inside Your House
6646,Delirium
6647,Friday the 13th: The New Blood
6648,The Collection
6649,All the Boys Love Mandy Lane
6650,The House on Sorority Row
6651,Raising Cain
6652,Halloween: Resurrection
6653,Leatherface: Texas Chainsaw Massacre III
6654,Halloween: The Curse of Michael Myers
6655,Tamara
6656,A Classic Horror Story
6657,Cult of Chucky
6658,"Butcher, Baker, Nightmare Maker"
6659,Child's Play 3
6660,The Toolbox Murders
6661,Slaughter High
6662,The Bird with the Crystal Plumage
6663,Giallo
6664,Slotherhouse
6665,Hello Mary Lou: Prom Night II
6666,The Lazarus Effect
6667,Halloween 5: The Revenge of Michael Myers
6668,April Fool's Day
6669,Shocker
6670,We Summon the Darkness
6671,Psycho III
6672,Graduation Day
6673,Mortuary
6674,Hell Night
6675,The Dark Half
6676,He's Out There
6677,Nobody Sleeps in the Woods Tonight
6678,See No Evil 2
6679,The Town That Dreaded Sundown
6680,The Town That Dreaded Sundown
6681,Hell Fest
6682,Hatchet II
6683,Fade to Black
6684,Witchboard
6685,Just Before Dawn
6686,Bloodline
6687,The Strange Vice of Mrs. Wardh
6688,Terror Train
6689,Trauma
6690,Candyman: Farewell to the Flesh
6691,The Children
6692,My Soul to Take
6693,Hatchet III
6694,Borderland
6695,Train
6696,Popcorn
6697,The Boogey Man
6698,StageFright
6699,Taboo
6700,ATM
6701,Laid to Rest
6702,Stepfather II: Make Room for Daddy
6703,Timber Falls
6704,Night School
6705,Toolbox Murders
6706,Wilderness
6707,Reeker
6708,Knife + Heart
6709,Dust Devil
6710,Boogeyman 2
6711,The Fan
6712,Maniac Cop 3: Badge of Silence
6713,The Prey
6714,Visiting Hours
6715,From Beyond the Grave
6716,Anatomy
6717,"Fear, Inc."
6718,Tales of Halloween
6719,My Name Is Bruce
6720,Smiley
6721,Chain Letter
6722,Killer Book Club
6723,Grotesque
6724,Triggered
6725,Destroyer
6726,Deathouse
6727,Blade
6728,Boogeyman 3
6729,Scarecrows
6730,Terrified
6731,Don't Hang Up
6732,Fallen Angels
6733,Lucifer
6734,Dark Days
6735,Deadline
6736,The Big Green
6737,Ladybugs
6738,Goal! The Dream Begins
6739,Victory
6740,Early Man
6741,Playing for Keeps
6742,Goal II: Living the Dream
6743,Diego Maradona
6744,Goal! III
6745,Ronaldo
6746,Offside
6747,Baggio: The Divine Ponytail
6748,Pelé
6749,Avengers: Endgame
6750,Avengers: Infinity War
6751,Guardians of the Galaxy Vol. 3
6752,Star Trek
6753,The Martian
6754,Event Horizon
6755,Passengers
6756,Passengers
6757,Guardians of the Galaxy Vol. 2
6758,Spaceman
6759,Slingshot
6760,Valerian and the City of a Thousand Planets
6761,Distant
6762,Star Trek Beyond
6763,The Hitchhiker's Guide to the Galaxy
6764,Serenity
6765,Serenity
6766,Treasure Planet
6767,Star Trek Into Darkness
6768,The Adventures of Buckaroo Banzai Across the 8th Dimension
6769,Galaxy of Terror
6770,Star Trek II: The Wrath of Khan
6771,The Black Hole
6772,Moonraker
6773,The Last Starfighter
6774,Star Trek III: The Search for Spock
6775,The Colony
6776,The Colony
6777,Forbidden World
6778,Saturn 3
6779,Star Trek: Generations
6780,On the Silver Globe
6781,Mac and Me
6782,Europa Report
6783,Star Trek: Insurrection
6784,Star Trek V: The Final Frontier
6785,Species II
6786,SpaceCamp
6787,The Adventures of Pluto Nash
6788,Battlestar Galactica
6789,Wing Commander
6790,The Astronaut's Wife
6791,Thunderpants
6792,Space Battleship Yamato
6793,The Astronaut Farmer
6794,3022
6795,Wings of Honneamise
6796,400 Days
6797,Jetsons: The Movie
6798,Dracula 3000
6799,Approaching the Unknown
6800,Simon
6801,Keoma
6802,Compañeros
6803,Martyrs
6804,Martyrs
6805,I Spit on Your Grave
6806,I Spit on Your Grave
6807,Saw
6808,Final Destination 2
6809,The Final Destination
6810,House of 1000 Corpses
6811,The Sadness
6812,Audition
6813,Evil Dead
6814,Green Room
6815,Hostel: Part II
6816,The Devil's Rejects
6817,Saw II
6818,The Loved Ones
6819,Frontier(s)
6820,The Woman
6821,Pumpkinhead
6822,Saw III
6823,Saw IV
6824,Saw VI
6825,Saw V
6826,Vile
6827,All My Friends Are Dead
6828,Dead & Breakfast
6829,Chain Reaction
6830,Back in Action
6831,Argylle
6832,Charlie's Angels
6833,Charlie's Angels
6834,Mission: Impossible
6835,GoldenEye
6836,Die Another Day
6837,Tinker Tailor Soldier Spy
6838,Live and Let Die
6839,The World Is Not Enough
6840,Operation Fortune: Ruse de Guerre
6841,Quantum of Solace
6842,Charlie's Angels: Full Throttle
6843,Canary Black
6844,Spy Kids
6845,Diamonds Are Forever
6846,Licence to Kill
6847,The Bourne Ultimatum
6848,Tomorrow Never Dies
6849,A View to a Kill
6850,Mile 22
6851,The Spy Who Loved Me
6852,For Your Eyes Only
6853,The Man with the Golden Gun
6854,La Femme Nikita
6855,Spy Game
6856,A Most Wanted Man
6857,The International
6858,The International
6859,The Recruit
6860,Point of No Return
6861,The November Man
6862,The Debt
6863,All the Old Knives
6864,Stormbreaker
6865,Scorpio
6866,The Tailor of Panama
6867,Spy x Family Code: White
6868,Bad Company
6869,Red Joan
6870,Khufiya
6871,Arabesque
6872,The Sea Wolves
6873,Blackbird
6874,Enigma
6875,The Berlin File
6876,Betrayed
6877,The League of Extraordinary Gentlemen
6878,The Rocketeer
6879,Hellboy II: The Golden Army
6880,Victor Frankenstein
6881,Time After Time
6882,Mutant Chronicles
6883,At the Earth's Core
6884,Perfect Creature
6885,Love
6886,Love
6887,365 Days
6888,The Dreamers
6889,The Reader
6890,After
6891,After
6892,Closer
6893,Last Tango in Paris
6894,Fifty Shades Freed
6895,Vicky Cristina Barcelona
6896,After We Collided
6897,Adore
6898,Fifty Shades Darker
6899,The Next 365 Days
6900,9½ Weeks
6901,365 Days: This Day
6902,Stealing Beauty
6903,Two Moon Junction
6904,Rust and Bone
6905,Perfect Sense
6906,Like Crazy
6907,Like Crazy
6908,Wild Orchid
6909,Talk to Her
6910,Emmanuelle
6911,American Gigolo
6912,Newness
6913,"Paris, 13th District"
6914,The End of the Affair
6915,Betty Blue
6916,London
6917,Nuovo Olimpo
6918,By the Sea
6919,The Libertine
6920,Mo' Better Blues
6921,Eros
6922,Grandma's Boy
6923,Pineapple Express
6924,Next Friday
6925,The Beach Bum
6926,Smiley Face
6927,Strange Wilderness
6928,Dude
6929,Cheech and Chong's Next Movie
6930,Leaves of Grass
6931,Anuvahood
6932,Still Smokin
6933,Paulette
6934,Spider-Man: No Way Home
6935,Spider-Man
6936,Eternals
6937,Black Panther
6938,Captain America: Civil War
6939,Power Rangers
6940,Thor: Love and Thunder
6941,X-Men
6942,Spider-Man: Homecoming
6943,Thor: Ragnarok
6944,Thor
6945,Fantastic Four
6946,Fantastic Four
6947,Iron Man 3
6948,Black Panther: Wakanda Forever
6949,Spider-Man 2
6950,Spider-Man 3
6951,Morbius
6952,The Amazing Spider-Man
6953,The Flash
6954,Batman v Superman: Dawn of Justice
6955,X-Men: First Class
6956,Wonder Woman
6957,X-Men: Apocalypse
6958,The Marvels
6959,Doctor Strange
6960,Ant-Man and the Wasp: Quantumania
6961,Black Adam
6962,Batman & Robin
6963,Blue Beetle
6964,Van Helsing
6965,Spider-Man: Far from Home
6966,X-Men: Days of Future Past
6967,The Amazing Spider-Man 2
6968,Justice League
6969,Ant-Man
6970,Batman Forever
6971,X-Men Origins: Wolverine
6972,The New Mutants
6973,Fantastic Four: Rise of the Silver Surfer
6974,X2: X-Men United
6975,Green Lantern
6976,Watchmen: Chapter I
6977,Shazam! Fury of the Gods
6978,X-Men: The Last Stand
6979,Hancock
6980,Shazam!
6981,Teenage Mutant Ninja Turtles: Out of the Shadows
6982,Superman Returns
6983,The Mask of Zorro
6984,The Wraith
6985,Blade: Trinity
6986,Catwoman
6987,X-Men: Dark Phoenix
6988,Ant-Man and the Wasp
6989,Spawn
6990,Kick-Ass 2
6991,Mighty Morphin Power Rangers
6992,Samaritan
6993,Punisher: War Zone
6994,The Adventures of Sharkboy and Lavagirl 3-D
6995,Dragonball Evolution
6996,Supergirl
6997,Solomon Kane
6998,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
6999,The Legend of Zorro
7000,Code 8
7001,Push
7002,Barb Wire
7003,Timecop
7004,Ghost Rider: Spirit of Vengeance
7005,The Darkest Minds
7006,Bloodshot
7007,The Spirit
7008,Red Sonja
7009,The Scribbler
7010,The Shadow
7011,Captain America
7012,The Green Hornet
7013,Justice League: Crisis on Infinite Earths - Part One
7014,The Fantastic Four
7015,Dragon Ball Super: Broly
7016,Jonah Hex
7017,Underdog
7018,Turbo: A Power Rangers Movie
7019,Moonwalker
7020,Zoom
7021,Batman: Mask of the Phantasm
7022,Steel
7023,Max Steel
7024,Injustice
7025,Secret Headquarters
7026,Justice League: Warworld
7027,My Hero Academia: World Heroes' Mission
7028,Justice League: Crisis on Infinite Earths - Part Two
7029,The Return of Swamp Thing
7030,The Powerpuff Girls Movie
7031,Man-Thing
7032,Son of Batman
7033,Constantine: City of Demons - The Movie
7034,Batman: Gotham by Gaslight
7035,Lazer Team
7036,My Hero Academia: Heroes Rising
7037,Batman and Harley Quinn
7038,My Hero Academia: Two Heroes
7039,Legion of Super-Heroes
7040,"Batman: The Long Halloween, Part Two"
7041,Wonder Woman: Bloodlines
7042,Reign of the Supermen
7043,iBoy
7044,Batman: Return of the Caped Crusaders
7045,Justice Society: World War II
7046,Justice League vs the Fatal Five
7047,Freaks: You're One of Us
7048,Batman: Soul of the Dragon
7049,How I Became a Super Hero
7050,Minnal Murali
7051,Psychokinesis
7052,Iceman
7053,Unknown Origins
7054,Major Grom: Plague Doctor
7055,Yara
7056,Prodigy
7057,Wonka
7058,Ghostbusters: Frozen Empire
7059,Practical Magic
7060,Fantastic Beasts and Where to Find Them
7061,Night at the Museum
7062,Ghostbusters: Afterlife
7063,Ghostbusters II
7064,The Craft
7065,The Twilight Saga: Eclipse
7066,Little Nicky
7067,The Twilight Saga: New Moon
7068,Casper
7069,The School for Good and Evil
7070,Mary Poppins Returns
7071,Nanny McPhee
7072,Teen Wolf
7073,Haunted Mansion
7074,The Craft: Legacy
7075,Season of the Witch
7076,The Indian in the Cupboard
7077,Hocus Pocus 2
7078,The Haunted Mansion
7079,Peter Rabbit 2: The Runaway
7080,Cat People
7081,Outcast
7082,The Watchers
7083,Oddity
7084,The Black Phone
7085,Five Nights at Freddy's
7086,The Conjuring
7087,Possession
7088,Possession
7089,Possession
7090,Talk to Me
7091,Talk to Me
7092,The Lost Boys
7093,Sinister
7094,It Follows
7095,The First Omen
7096,Final Destination 3
7097,Last Night in Soho
7098,Nosferatu the Vampyre
7099,Insidious
7100,Salem's Lot
7101,You Should Have Left
7102,Bird Box
7103,Final Destination 5
7104,The Pope's Exorcist
7105,The Conjuring 2
7106,Poltergeist
7107,Poltergeist
7108,The Nun
7109,Legion
7110,The Empty Man
7111,Ghost Ship
7112,The Boogeyman
7113,Thir13en Ghosts
7114,1408
7115,Christine
7116,Christine
7117,The Nun II
7118,The Night House
7119,Oculus
7120,In the Mouth of Madness
7121,The Exorcism of Emily Rose
7122,Lights Out
7123,The Hunger
7124,The Amityville Horror
7125,The Amityville Horror
7126,Mama
7127,Annabelle: Creation
7128,Drag Me to Hell
7129,The Skeleton Key
7130,The Grudge
7131,The Grudge
7132,The Boy
7133,The Boy
7134,Fright Night
7135,Fright Night
7136,Resident Evil: The Final Chapter
7137,Fantasy Island
7138,Night Swim
7139,The Orphanage
7140,House on Haunted Hill
7141,Annabelle Comes Home
7142,Insidious: The Red Door
7143,The Exorcism
7144,Things Heard & Seen
7145,Stigmata
7146,Devil
7147,Insidious: Chapter 2
7148,Slender Man
7149,The Haunting
7150,Stir of Echoes
7151,Case 39
7152,Insidious: Chapter 3
7153,Dark Water
7154,Dark Water
7155,Mirrors
7156,Cursed
7157,The Mothman Prophecies
7158,Troll 2
7159,The Possession
7160,The Possession of Hannah Grace
7161,Blood Red Sky
7162,Night Teeth
7163,Insidious: The Last Key
7164,Last Shift
7165,Ghosts of War
7166,Mr. Harrigan's Phone
7167,Phantasm
7168,The Gate
7169,His House
7170,The Ring Two
7171,The Crucifixion
7172,The Unholy
7173,Shutter
7174,Shutter
7175,Before I Wake
7176,You Won't Be Alone
7177,Ju-on: The Grudge
7178,The Unborn
7179,The Awakening
7180,The Haunting in Connecticut
7181,Leprechaun: Origins
7182,We Have a Ghost
7183,Rings
7184,Winchester
7185,Veronica
7186,The Innocents
7187,The Innocents
7188,Troll
7189,Troll
7190,Velvet Buzzsaw
7191,Don't Be Afraid of the Dark
7192,To the Devil a Daughter
7193,Sister Death
7194,Burnt Offerings
7195,House of Darkness
7196,Warlock
7197,Campfire Tales
7198,Book of Shadows: Blair Witch 2
7199,Something in the Dirt
7200,The Rite
7201,Wendell & Wild
7202,Exorcist II: The Heretic
7203,Boo! A Madea Halloween
7204,The Grudge 2
7205,6 Souls
7206,[REC] 4: Apocalypse
7207,The Innkeepers
7208,One Missed Call
7209,One Missed Call
7210,Nomads
7211,Amityville: The Awakening
7212,The Messengers
7213,The Offering
7214,It Lives Inside
7215,In the Earth
7216,An American Haunting
7217,The Guardian
7218,The Guardian
7219,Jessabelle
7220,Soul Survivors
7221,The Exorcism of God
7222,Nanny
7223,Venus
7224,Boogeyman
7225,Amityville 3-D
7226,Demonic
7227,Demonic
7228,Dead of Night
7229,Pumpkinhead II: Blood Wings
7230,Dead Birds
7231,The Haunting in Connecticut 2: Ghosts of Georgia
7232,Mother of Tears
7233,The Darkness
7234,Spell
7235,Bless the Child
7236,Nightmare Cinema
7237,Forget Me Not
7238,Intruders
7239,Intruders
7240,Darkness
7241,Mary
7242,Mary
7243,The Eye
7244,The Eye
7245,The Vatican Tapes
7246,The Atticus Institute
7247,The Last Exorcism Part II
7248,Incarnate
7249,The Vigil
7250,Lost Souls
7251,They
7252,Solstice
7253,The Return
7254,The Return
7255,The Return
7256,Lovely Molly
7257,Stephanie
7258,Long Time Dead
7259,Nothing Left to Fear
7260,Apartment 1303 3D
7261,Zombie Nation
7262,Asylum of Fear
7263,Triangle
7264,Fall
7265,Cast Away
7266,Apollo 13
7267,Lord of the Flies
7268,47 Meters Down
7269,The Edge
7270,The Grey
7271,Arctic
7272,The Mountain Between Us
7273,Eight Below
7274,The Adventures of Milo and Otis
7275,Land
7276,Backcountry
7277,Gantz
7278,Mississippi Burning
7279,Incendies
7280,Vivarium
7281,The Killing of a Sacred Deer
7282,The Maze Runner
7283,Bad Times at the El Royale
7284,The Conjuring: The Devil Made Me Do It
7285,Murder on the Orient Express
7286,Murder on the Orient Express
7287,The Blackcoat's Daughter
7288,1922
7289,A Tale of Two Sisters
7290,Frantic
7291,The Mirror Crack'd
7292,Gone in the Night
7293,Eyes of Laura Mars
7294,Twixt
7295,Hunter Hunter
7296,And Soon the Darkness
7297,The Caller
7298,Robin Hood: Prince of Thieves
7299,The Three Musketeers
7300,The Three Musketeers
7301,The Three Musketeers
7302,The Golden Voyage of Sinbad
7303,Sinbad and the Eye of the Tiger
7304,The Musketeer
7305,Pippi in the South Seas
7306,Ayirathil Oruvan
7307,The Swordsman
7308,DragonHeart
7309,Outlander
7310,Wrath of the Titans
7311,Centurion
7312,The Legend of Hercules
7313,The Eagle
7314,The Barbarians
7315,Harry Potter and the Goblet of Fire
7316,Harry Potter and the Prisoner of Azkaban
7317,Harry Potter and the Chamber of Secrets
7318,Fantastic Beasts: The Crimes of Grindelwald
7319,The Secret of Moonacre
7320,The Beastmaster
7321,Kull the Conqueror
7322,Erik the Viking
7323,Harry Potter and the Order of the Phoenix
7324,The Mortal Instruments: City of Bones
7325,Percy Jackson: Sea of Monsters
7326,Young Sherlock Holmes
7327,Jem and the Holograms
7328,Lovewrecked
7329,See You Yesterday
7330,Ice Princess
7331,Pitch Perfect
7332,Fast Times at Ridgemont High
7333,Bring It On
7334,The Mighty Ducks
7335,Project X
7336,Project X
7337,Just One of the Guys
7338,Aquamarine
7339,The Kissing Booth
7340,Real Genius
7341,Mystic Pizza
7342,The Lizzie McGuire Movie
7343,The House Bunny
7344,The DUFF
7345,Detroit Rock City
7346,Submarine
7347,Accepted
7348,The Sure Thing
7349,Snow Day
7350,Pitch Perfect 3
7351,License to Drive
7352,Orange County
7353,Confessions of a Teenage Drama Queen
7354,Pump Up the Volume
7355,ATL
7356,Crush
7357,Crush
7358,Bratz
7359,Soul Man
7360,The Perfect Score
7361,To All the Boys: Always and Forever
7362,The Kissing Booth 3
7363,National Lampoon's Senior Trip
7364,Honor Society
7365,The Last Summer
7366,Drillbit Taylor
7367,Slaughterhouse Rulez
7368,Sorority Boys
7369,Love Don't Cost a Thing
7370,The Flamingo Kid
7371,Angus
7372,The Twilight Saga: Breaking Dawn - Part 2
7373,A Walk to Remember
7374,Bully
7375,Bully
7376,Close
7377,Close
7378,That Thing You Do!
7379,The Tearsmith
7380,Palmer
7381,Some Kind of Wonderful
7382,After We Fell
7383,Endless Love
7384,Endless Love
7385,Cruel Intentions 2
7386,Cuties
7387,Cruel Intentions 3
7388,Along for the Ride
7389,Heartstone
7390,Chupa
7391,Teen Wolf Too
7392,Anastasia
7393,Cuckoo
7394,MadS
7395,Disturbing Behavior
7396,Look Away
7397,Scary Stories to Tell in the Dark
7398,47 Meters Down: Uncaged
7399,Thesis
7400,The Rage: Carrie 2
7401,Deadly Friend
7402,Wind Chill
7403,My Best Friend's Exorcism
7404,Decoys
7405,Exeter
7406,The Best of Me
7407,LOL
7408,Weathering with You
7409,Lost and Delirious
7410,High School Musical 3: Senior Year
7411,My Girl 2
7412,Heaven Help Us
7413,"Everything, Everything"
7414,Keith
7415,Shag
7416,Flirting
7417,Very Good Girls
7418,A Love Story
7419,She Gets What She Wants
7420,Caddo Lake
7421,Tenet
7422,The Butterfly Effect
7423,Predestination
7424,Hot Tub Time Machine
7425,Source Code
7426,Next
7427,The Adam Project
7428,Primer
7429,Deja Vu
7430,Star Trek: First Contact
7431,Synchronic
7432,The Time Traveler's Wife
7433,Forever Young
7434,Timecrimes
7435,Timeline
7436,Project Almanac
7437,The Philadelphia Experiment
7438,Trancers
7439,Clockstoppers
7440,Enter Nowhere
7441,Maanaadu
7442,Crash
7443,Crash
7444,The Lovely Bones
7445,One Day
7446,Remember Me
7447,Climax
7448,The Grifters
7449,Freedom Writers
7450,Amores Perros
7451,The Hours
7452,Coriolanus
7453,Alpha Dog
7454,We Need to Talk About Kevin
7455,Marrowbone
7456,The Room
7457,The Room
7458,Sophie's Choice
7459,Jackie
7460,Sound of Metal
7461,What Dreams May Come
7462,Seven Pounds
7463,Rabbit Hole
7464,21 Grams
7465,State of Grace
7466,Elle
7467,In the Realm of the Senses
7468,Ida
7469,Another Earth
7470,Wake in Fright
7471,In the Bedroom
7472,Amour
7473,Once Were Warriors
7474,The Sweet Hereafter
7475,O
7476,House of Sand and Fog
7477,Spoiler Alert
7478,The War Zone
7479,Belladonna of Sadness
7480,Infinite Storm
7481,Our Friend
7482,Pixote
7483,In a Better World
7484,The Man from Snowy River
7485,Mona Lisa
7486,Lenny
7487,The Believer
7488,Autumn Sonata
7489,The Shadow in My Eye
7490,Blue Bayou
7491,The Starling
7492,Savage Streets
7493,Gleaming the Cube
7494,Across 110th Street
7495,Hoodlum
7496,The Shipping News
7497,Loveless
7498,7500
7499,Antitrust
7500,Mikey and Nicky
7501,Veronica Guerin
7502,"Two Days, One Night"
7503,The Night Flier
7504,Wendy and Lucy
7505,The Hindenburg
7506,Camille
7507,On a Wing and a Prayer
7508,F.I.S.T.
7509,Ju Dou
7510,Wake of Death
7511,Mad City
7512,Kaabil
7513,A Quiet Passion
7514,The Border
7515,Personal Effects
7516,Racer and the Jailbird
7517,The Honeymoon Killers
7518,The Butcher
7519,Saturn in Opposition
7520,City of Angels
7521,Queen & Slim
7522,The Sleeping Dictionary
7523,All My Life
7524,Julieta
7525,We Don't Live Here Anymore
7526,Bounce
7527,Miles Ahead
7528,The Woman Next Door
7529,Coming Home
7530,Coming Home
7531,Chicago
7532,Lord of War
7533,Badlands
7534,Skin
7535,Kill the Irishman
7536,21
7537,Lawless
7538,The Good Nurse
7539,Lilya 4-Ever
7540,Child 44
7541,Compliance
7542,Snowden
7543,Midnight in the Garden of Good and Evil
7544,Two for the Money
