title,year,subgenres
Death of a Scoundrel,1956.0,['film-noir']
The Woman on Pier 13,1949.0,"['film-noir', 'political-drama']"
Loan Shark,1952.0,['film-noir']
His Kind of Woman,1951.0,['film-noir']
The Accused,1949.0,['film-noir']
The Other Love,1947.0,['film-noir']
The Night Holds Terror,1955.0,"['film-noir', 'true-crime']"
Invisible Stripes,1939.0,"['film-noir', 'heist-crime']"
Breakdown,1952.0,['film-noir']
Black Legion,1937.0,"['film-noir', 'political-drama', 'true-crime', 'workplace-drama']"
House of Bamboo,1955.0,"['film-noir', 'gangster-crime']"
Gorilla at Large,1954.0,['film-noir']
So Dark the Night,1946.0,['film-noir']
The Strange One,1957.0,"['film-noir', 'psychological-drama']"
Crime in the Streets,1956.0,['film-noir']
The Man Who Died Twice,1958.0,['film-noir']
Double Jeopardy,1955.0,['film-noir']
The Racket,1951.0,['film-noir']
Never Trust a Gambler,1951.0,['film-noir']
The Big Shot,1942.0,['film-noir']
The Man with Two Faces,1934.0,['film-noir']
Dark Waters,1944.0,['film-noir']
The Unguarded Moment,1956.0,['film-noir']
A Bullet for Joey,1955.0,['film-noir']
High Tide,1947.0,"['film-noir', 'psychological-drama', 'whodunnit-mystery']"
To the Ends of the Earth,1948.0,['film-noir']
One Girl's Confession,1953.0,['film-noir']
Undercover Girl,1950.0,['film-noir']
No Man's Woman,1955.0,"['film-noir', 'whodunnit-mystery']"
Johnny Stool Pigeon,1949.0,['film-noir']
The Brothers Rico,1957.0,['film-noir']
Over-Exposed,1956.0,['film-noir']
Larceny,1948.0,['film-noir']
Finger of Guilt,1956.0,"['film-noir', 'psychological-drama']"
The Girl in the Kremlin,1957.0,['film-noir']
Portland Exposé,1957.0,"['film-noir', 'true-crime']"
The Garment Jungle,1957.0,['film-noir']
The Steel Trap,1952.0,['film-noir']
I Died a Thousand Times,1955.0,"['film-noir', 'gangster-crime']"
Woman in Hiding,1950.0,['film-noir']
The Long Haul,1957.0,['film-noir']
Scene of the Crime,1949.0,['film-noir']
Malaga,1954.0,['film-noir']
The Sleeping City,1950.0,['film-noir']
Mysterious Intruder,1946.0,['film-noir']
Hot Cars,1956.0,['film-noir']
A Blueprint for Murder,1953.0,['film-noir']
"Walk Softly, Stranger",1950.0,"['film-noir', 'heist-crime', 'holiday-romance', 'psychological-drama']"
Step Down to Terror,1958.0,['film-noir']
Shoot to Kill,1947.0,['film-noir']
The Lady Gambles,1949.0,['film-noir']
The Raging Tide,1951.0,['film-noir']
Lady Gangster,1942.0,['film-noir']
Make Haste to Live,1954.0,['film-noir']
The Whistler,1944.0,"['film-noir', 'psychological-drama', 'suspense-mystery']"
The Big Bluff,1955.0,['film-noir']
The Big Caper,1957.0,['film-noir']
Flaxy Martin,1949.0,['film-noir']
Bodyguard,1948.0,['film-noir']
Jigsaw,1949.0,['film-noir']
Out of the Fog,1941.0,['film-noir']
Dressed to Kill,1941.0,['film-noir']
The Naked Street,1955.0,"['film-noir', 'tragedy-drama']"
The Las Vegas Story,1952.0,['film-noir']
Strangers in the Night,1944.0,['film-noir']
Appointment with a Shadow,1957.0,['film-noir']
Second Chance,1953.0,"['film-noir', 'gangster-crime']"
Abandoned,1949.0,['film-noir']
Crashout,1955.0,['film-noir']
Midnight,1934.0,['film-noir']
The Amazing Mr. X,1948.0,['film-noir']
Border Incident,1949.0,"['film-noir', 'police-procedural-crime']"
City of Shadows,1955.0,['film-noir']
Six Bridges to Cross,1955.0,['film-noir']
Dear Murderer,1947.0,['film-noir']
Dancing with Crime,1947.0,['film-noir']
Summer Storm,1944.0,['film-noir']
A Woman's Vengeance,1948.0,['film-noir']
I Wouldn't Be in Your Shoes,1948.0,['film-noir']
The Captive City,1952.0,['film-noir']
Dial 1119,1950.0,['film-noir']
The Restless Years,1958.0,['film-noir']
5 Steps to Danger,1956.0,['film-noir']
Night Editor,1946.0,['film-noir']
The Shadow on the Window,1957.0,['film-noir']
Terror Street,1953.0,['film-noir']
Flight to Tangier,1953.0,['film-noir']
The Slasher,1953.0,['film-noir']
Hit and Run,1957.0,"['film-noir', 'steamy-romance', 'workplace-drama']"
New Orleans Uncensored,1955.0,['film-noir']
Fingerman,1955.0,['film-noir']
Outside the Wall,1950.0,['film-noir']
Kind Lady,1951.0,['film-noir']
Split Second,1953.0,['film-noir']
Hell Bound,1957.0,['film-noir']
Accused of Murder,1956.0,['film-noir']
Wicked Woman,1953.0,['film-noir']
Bordertown,1935.0,['film-noir']
The Master Plan,1954.0,['film-noir']
Blind Alley,1939.0,['film-noir']
Follow Me Quietly,1949.0,['film-noir']
The Crooked Way,1949.0,['film-noir']
Roadblock,1951.0,['film-noir']
Great Guy,1936.0,['film-noir']
Johnny Apollo,1940.0,['film-noir']
Lady on a Train,1945.0,"['film-noir', 'holiday-comedy', 'holiday-romance', 'holiday-season']"
The Human Jungle,1954.0,['film-noir']
The Secret Fury,1950.0,"['film-noir', 'psychological-drama']"
A Bullet Is Waiting,1954.0,['film-noir']
Flight to Hong Kong,1956.0,['film-noir']
The Mark of the Whistler,1944.0,['film-noir']
The Great Flamarion,1945.0,['film-noir']
The Unholy Wife,1957.0,['film-noir']
Mr. District Attorney,1947.0,['film-noir']
Smooth as Silk,1946.0,['film-noir']
Singapore,1947.0,['film-noir']
The Big Night,1951.0,['film-noir']
Down Three Dark Streets,1954.0,['film-noir']
Union Station,1950.0,['film-noir']
The Shop at Sly Corner,1947.0,['film-noir']
Two O'Clock Courage,1945.0,"['film-noir', 'whodunnit-mystery']"
City Without Men,1943.0,['film-noir']
"Live Fast, Die Young",1958.0,['film-noir']
Crack-Up,1946.0,['film-noir']
Slaughter on 10th Avenue,1957.0,['film-noir']
Deported,1950.0,['film-noir']
The Scarf,1951.0,['film-noir']
The Threat,1949.0,"['film-noir', 'suspense-mystery']"
Murder in the Blue Room,1944.0,"['film-noir', 'whodunnit-mystery']"
"I, the Jury",1953.0,['film-noir']
The Third Visitor,1951.0,['film-noir']
Calling Dr. Death,1943.0,['film-noir']
The Gangster,1947.0,['film-noir']
Rogue Cop,1954.0,['film-noir']
"Cell 2455, Death Row",1955.0,['film-noir']
The Bonnie Parker Story,1958.0,['film-noir']
Shed No Tears,1948.0,['film-noir']
Cop Hater,1958.0,['film-noir']
The Clay Pigeon,1949.0,['film-noir']
An Act of Murder,1948.0,['film-noir']
Dangerous Mission,1954.0,['film-noir']
The House Across the Bay,1940.0,['film-noir']
Railroaded!,1947.0,['film-noir']
A Dangerous Profession,1949.0,['film-noir']
Time to Kill,1942.0,['film-noir']
The Amazing Mr. Williams,1939.0,['film-noir']
World for Ransom,1954.0,['film-noir']
They Made Me a Killer,1946.0,['film-noir']
Street of Sinners,1957.0,['film-noir']
Time Out of Mind,1947.0,['film-noir']
The Falcon in San Francisco,1945.0,['film-noir']
Night Court,1932.0,['film-noir']
Terror on a Train,1953.0,['film-noir']
The Hunted,1948.0,['film-noir']
The Shanghai Story,1954.0,['film-noir']
The Black Glove,1954.0,['film-noir']
Slightly Scarlet,1956.0,['film-noir']
Edge of Doom,1950.0,['film-noir']
Destination Murder,1950.0,['film-noir']
The Price of Fear,1956.0,['film-noir']
A Man Betrayed,1941.0,['film-noir']
The Miami Story,1954.0,['film-noir']
The Teckman Mystery,1954.0,['film-noir']
The Docks of New York,1928.0,['film-noir']
Murder by Invitation,1941.0,['film-noir']
Slander,1957.0,['film-noir']
Bait,1954.0,['film-noir']
The Case Against Brooklyn,1958.0,"['film-noir', 'true-crime']"
Strange Impersonation,1946.0,['film-noir']
The Falcon Out West,1944.0,['film-noir']
I Was a Communist for the F.B.I.,1951.0,['film-noir']
Private Hell 36,1954.0,['film-noir']
Murder Is My Beat,1955.0,['film-noir']
I Was a Shoplifter,1950.0,['film-noir']
No Orchids for Miss Blandish,1948.0,['film-noir']
The Joe Louis Story,1953.0,['film-noir']
Million Dollar Weekend,1948.0,['film-noir']
Joe MacBeth,1955.0,['film-noir']
The Glass Key,1935.0,['film-noir']
The Bushwhackers,1951.0,['film-noir']
A Prize of Gold,1955.0,['film-noir']
Fear,1946.0,['film-noir']
Temptation,1946.0,['film-noir']
Heat Wave,1954.0,['film-noir']
The Inner Circle,1946.0,['film-noir']
The Last Crooked Mile,1946.0,['film-noir']
The Strip,1951.0,['film-noir']
The People Against O'Hara,1951.0,['film-noir']
'C'-Man,1949.0,['film-noir']
The Secret of the Whistler,1946.0,['film-noir']
Man Afraid,1957.0,['film-noir']
The Flame,1947.0,['film-noir']
Dangerous Passage,1944.0,['film-noir']
Because of You,1952.0,['film-noir']
Behind the High Wall,1956.0,['film-noir']
The 13th Letter,1951.0,['film-noir']
Cloudburst,1951.0,['film-noir']
Forbidden,1953.0,['film-noir']
Hot Summer Night,1957.0,['film-noir']
Hong Kong Confidential,1958.0,['film-noir']
Account Rendered,1957.0,['film-noir']
Chained for Life,1952.0,['film-noir']
The Guilty,1947.0,"['film-noir', 'whodunnit-mystery']"
Step by Step,1946.0,['film-noir']
Shadows on the Stairs,1941.0,['film-noir']
Danger Signal,1945.0,"['film-noir', 'psychological-drama']"
Bewitched,1945.0,['film-noir']
Canon City,1948.0,['film-noir']
Take My Life,1947.0,['film-noir']
Black Hand,1950.0,['film-noir']
The Pay Off,1942.0,"['film-noir', 'whodunnit-mystery']"
A Woman's Devotion,1956.0,['film-noir']
Strange Fascination,1952.0,['film-noir']
When Strangers Marry,1944.0,['film-noir']
Mara Maru,1952.0,"['film-noir', 'heist-crime', 'quest-adventure', 'sea-adventure']"
Girl on the Run,1953.0,['film-noir']
Key Witness,1947.0,['film-noir']
F.B.I. Girl,1951.0,['film-noir']
Fingers at the Window,1942.0,['film-noir']
Without Warning!,1952.0,['film-noir']
Rumble on the Docks,1956.0,['film-noir']
Apology for Murder,1945.0,['film-noir']
Running Wild,1955.0,['film-noir']
Girls on the Loose,1958.0,['film-noir']
Norman Conquest,1953.0,['film-noir']
Crime Against Joe,1956.0,['film-noir']
World in My Corner,1956.0,['film-noir']
Raw Wind in Eden,1958.0,['film-noir']
The Lawless,1950.0,['film-noir']
The Mask of Diijon,1946.0,['film-noir']
A Date with the Falcon,1942.0,['film-noir']
The Boss,1956.0,['film-noir']
Danger Zone,1951.0,['film-noir']
The Devil Thumbs a Ride,1947.0,['film-noir']
Bury Me Dead,1947.0,['film-noir']
The Houston Story,1956.0,['film-noir']
The Shadow Strikes,1937.0,['film-noir']
Eyewitness,1956.0,['film-noir']
The Falcon's Alibi,1946.0,"['film-noir', 'whodunnit-mystery']"
Trent's Last Case,1952.0,['film-noir']
Tip on a Dead Jockey,1957.0,['film-noir']
The Red Menace,1949.0,['film-noir']
Hunt the Man Down,1950.0,"['film-noir', 'legal-drama']"
Miami Exposé,1956.0,['film-noir']
The Sign of the Ram,1948.0,['film-noir']
Lure of the Swamp,1957.0,['film-noir']
Pier 23,1951.0,['film-noir']
Counterfeit,1936.0,['film-noir']
Quiet Please: Murder,1942.0,['film-noir']
The Unknown Man,1951.0,['film-noir']
Murder with Pictures,1936.0,['film-noir']
Cry of the Hunted,1953.0,"['film-noir', 'survival-adventure']"
Open Secret,1948.0,['film-noir']
The Come On,1956.0,['film-noir']
Violated,1953.0,['film-noir']
Roses Are Red,1947.0,['film-noir']
Dead Man's Eyes,1944.0,['film-noir']
Gun Girls,1957.0,['film-noir']
The Power of the Whistler,1945.0,['film-noir']
Grief Street,1931.0,"['film-noir', 'whodunnit-mystery']"
The Lady Confesses,1945.0,"['film-noir', 'whodunnit-mystery']"
The Fugitive,1939.0,['film-noir']
The Falcon's Adventure,1946.0,"['film-noir', 'whodunnit-mystery']"
No Escape,1953.0,['film-noir']
City Across the River,1949.0,['film-noir']
Gambling House,1950.0,['film-noir']
The Arnelo Affair,1947.0,['film-noir']
Man on the Prowl,1957.0,['film-noir']
The Judge,1949.0,['film-noir']
The Return of the Whistler,1948.0,"['film-noir', 'whodunnit-mystery']"
A Strange Adventure,1956.0,['film-noir']
Sensation Hunters,1945.0,['film-noir']
The Missing Juror,1944.0,['film-noir']
The Man with My Face,1951.0,['film-noir']
The Tijuana Story,1957.0,['film-noir']
The Night Runner,1957.0,['film-noir']
The Crimson Canary,1945.0,['film-noir']
The Hairy Ape,1944.0,['film-noir']
The Mad Doctor,1940.0,['film-noir']
The Fatal Witness,1945.0,"['film-noir', 'whodunnit-mystery']"
The Sellout,1952.0,['film-noir']
Pillow of Death,1945.0,['film-noir']
The Crooked Web,1955.0,['film-noir']
Anna Lucasta,1949.0,['film-noir']
Bedevilled,1955.0,['film-noir']
Kid Glove Killer,1942.0,['film-noir']
The Truth About Murder,1946.0,['film-noir']
Money Madness,1948.0,['film-noir']
Fright,1956.0,['film-noir']
Blood Money,1933.0,['film-noir']
The Wild Party,1956.0,['film-noir']
Sudden Danger,1955.0,['film-noir']
Johnny One-Eye,1950.0,['film-noir']
Congo Crossing,1956.0,['film-noir']
Specter of the Rose,1946.0,['film-noir']
Wiretapper,1955.0,['film-noir']
The Sun Sets at Dawn,1950.0,['film-noir']
Peking Express,1951.0,['film-noir']
Escort Girl,1941.0,['film-noir']
Night Without Sleep,1952.0,['film-noir']
Playgirl,1954.0,['film-noir']
Enter Arsene Lupin,1944.0,['film-noir']
Girls in Chains,1943.0,['film-noir']
Violence,1947.0,"['film-noir', 'political-drama']"
I Was an Adventuress,1940.0,['film-noir']
Chicago Calling,1951.0,['film-noir']
Death in Small Doses,1957.0,['film-noir']
Teenage Doll,1957.0,['film-noir']
Steel Town,1952.0,['film-noir']
The Story of Molly X,1949.0,['film-noir']
The Mysterious Mr. Valentine,1946.0,['film-noir']
"Mary Ryan, Detective",1949.0,['film-noir']
Gambling on the High Seas,1940.0,"['film-noir', 'legal-drama']"
Voice of the Whistler,1945.0,['film-noir']
Dark Mountain,1944.0,['film-noir']
Las Vegas Shakedown,1955.0,['film-noir']
Invisible Avenger,1958.0,"['film-noir', 'superhero-action']"
Lady in the Death House,1944.0,['film-noir']
Bengazi,1955.0,['film-noir']
When Were You Born?,1938.0,"['film-noir', 'whodunnit-mystery']"
The Other Woman,1954.0,['film-noir']
For You I Die,1947.0,['film-noir']
This Side of the Law,1950.0,['film-noir']
The Invisible Wall,1947.0,['film-noir']
Paper Bullets,1941.0,['film-noir']
Scotland Yard,1941.0,['film-noir']
Girls in the Night,1953.0,['film-noir']
Big Town After Dark,1947.0,['film-noir']
Unmasked,1950.0,['film-noir']
The Pretender,1947.0,['film-noir']
Find the Blackmailer,1943.0,['film-noir']
Dance Hall Racket,1953.0,['film-noir']
Once a Thief,1950.0,['film-noir']
Jamaica Run,1953.0,['film-noir']
The Green Finger,1946.0,['film-noir']
Flight from Destiny,1941.0,['film-noir']
Love That Brute,1950.0,['film-noir']
Man in the Vault,1956.0,['film-noir']
Talk About a Stranger,1952.0,['film-noir']
Sky Liner,1949.0,['film-noir']
The Jury's Secret,1938.0,['film-noir']
Inside Job,1946.0,['film-noir']
The Case Against Mrs. Ames,1936.0,['film-noir']
Convict's Code,1939.0,['film-noir']
A Strange Adventure,1932.0,"['film-noir', 'whodunnit-mystery']"
It Could Happen to You,1937.0,['film-noir']
Fall Guy,1947.0,['film-noir']
The Big Punch,1948.0,['film-noir']
Wildcat,1942.0,['film-noir']
The 49th Man,1953.0,['film-noir']
The Strange Mrs. Crane,1948.0,['film-noir']
Jealousy,1945.0,['film-noir']
Under the Gun,1951.0,['film-noir']
Strange Intruder,1956.0,['film-noir']
The Brighton Strangler,1945.0,['film-noir']
Tarnished,1950.0,['film-noir']
Hi-Jacked,1950.0,['film-noir']
Illegal Entry,1949.0,['film-noir']
The Madonna's Secret,1946.0,['film-noir']
The Glass Alibi,1946.0,['film-noir']
The Last Man to Hang,1956.0,['film-noir']
Shadowed,1946.0,['film-noir']
Hot Rod Rumble,1957.0,['film-noir']
Kill or Be Killed,1950.0,['film-noir']
"Parole, Inc.",1948.0,['film-noir']
"Arson, Inc.",1949.0,['film-noir']
The Fake,1953.0,['film-noir']
Intrigue,1947.0,['film-noir']
The System,1953.0,['film-noir']
Johnny Holiday,1949.0,['film-noir']
The Phantom of 42nd Street,1945.0,['film-noir']
Hell's Five Hours,1958.0,['film-noir']
Paradise Express,1937.0,['film-noir']
Bunco Squad,1950.0,['film-noir']
"Crime, Inc.",1945.0,['film-noir']
The Mandarin Mystery,1936.0,['film-noir']
The Mailbag Robbery,1957.0,['film-noir']
The Big Tip Off,1955.0,['film-noir']
Young and Wild,1958.0,['film-noir']
Close-Up,1948.0,['film-noir']
The Devil's Party,1938.0,['film-noir']
The Night of January 16th,1941.0,['film-noir']
They Gave Him a Gun,1937.0,['film-noir']
Cargo to Capetown,1950.0,['film-noir']
The Spider,1945.0,['film-noir']
Southside 1-1000,1950.0,['film-noir']
Chinatown at Midnight,1949.0,['film-noir']
The Counterfeiters,1948.0,['film-noir']
Allotment Wives,1945.0,['film-noir']
Damn Citizen,1957.0,['film-noir']
Circumstantial Evidence,1945.0,['film-noir']
Tampico,1944.0,['film-noir']
Strange Alibi,1941.0,['film-noir']
A Night of Adventure,1944.0,['film-noir']
Fly-By-Night,1942.0,['film-noir']
Girl on the Spot,1946.0,['film-noir']
Two Dollar Bettor,1951.0,['film-noir']
Two in the Dark,1936.0,['film-noir']
Betrayed Women,1955.0,['film-noir']
Paid to Dance,1937.0,['film-noir']
Man of the People,1937.0,['film-noir']
Time Out for Murder,1938.0,['film-noir']
Double Deal,1950.0,['film-noir']
Incident,1948.0,['film-noir']
Stolen Identity,1953.0,['film-noir']
The Tiger Woman,1945.0,['film-noir']
Treasure of Monte Cristo,1949.0,['film-noir']
Gang War,1940.0,['film-noir']
Blind Spot,1947.0,['film-noir']
Terror at Midnight,1956.0,['film-noir']
The Man Is Armed,1956.0,['film-noir']
Gang Bullets,1938.0,['film-noir']
Blackmail,1947.0,['film-noir']
Tropic Zone,1953.0,['film-noir']
Johnny Rocco,1958.0,['film-noir']
Whispering Footsteps,1943.0,['film-noir']
Man from Headquarters,1942.0,['film-noir']
I Stole a Million,1939.0,['film-noir']
Three Steps North,1951.0,['film-noir']
Chain of Evidence,1957.0,['film-noir']
Florida Special,1936.0,['film-noir']
Affair in Havana,1957.0,['film-noir']
The Headline Woman,1935.0,['film-noir']
Western Pacific Agent,1950.0,['film-noir']
Bungalow 13,1948.0,['film-noir']
Night Spot,1938.0,['film-noir']
When Gangland Strikes,1956.0,['film-noir']
Confidence Girl,1952.0,['film-noir']
Below the Deadline,1946.0,['film-noir']
Federal Agent at Large,1950.0,['film-noir']
Nightmare,1942.0,['film-noir']
Three Silent Men,1940.0,['film-noir']
Escape by Night,1953.0,['film-noir']
Models Inc.,1952.0,['film-noir']
London Blackout Murders,1943.0,"['film-noir', 'serial-killer-crime']"
The Blonde Bandit,1949.0,['film-noir']
Murder by an Aristocrat,1936.0,['film-noir']
Flight to Nowhere,1946.0,['film-noir']
No Place for a Lady,1943.0,['film-noir']
The Girl Who Dared,1944.0,['film-noir']
Port of 40 Thieves,1944.0,['film-noir']
Black Diamonds,1940.0,['film-noir']
Island in the Sky,1938.0,['film-noir']
Mr. District Attorney in the Carter Case,1941.0,['film-noir']
The Cobra Strikes,1948.0,['film-noir']
Persons in Hiding,1939.0,['film-noir']
Mad at the World,1955.0,['film-noir']
Mystery of the White Room,1939.0,['film-noir']
Missing Women,1951.0,['film-noir']
Homicide for Three,1948.0,['film-noir']
Mister Dynamite,1935.0,['film-noir']
Prison Nurse,1938.0,['film-noir']
Larceny on the Air,1937.0,['film-noir']
Eyes of the Underworld,1942.0,['film-noir']
Honeymoon Deferred,1940.0,['film-noir']
Edge of Hell,1956.0,['film-noir']
Missing Daughters,1939.0,['film-noir']
Revolt in the Big House,1958.0,['film-noir']
Borrowed Hero,1941.0,['film-noir']
The Abductors,1957.0,['film-noir']
Hideout,1949.0,['film-noir']
Lady at Midnight,1948.0,['film-noir']
The Officer and the Lady,1941.0,['film-noir']
Grissly's Millions,1945.0,['film-noir']
Sealed Lips,1942.0,['film-noir']
Assigned to Danger,1948.0,['film-noir']
I Cover the Underworld,1955.0,['film-noir']
Walk the Dark Street,1956.0,['film-noir']
Madonna of the Desert,1948.0,['film-noir']
Hong Kong Affair,1958.0,['film-noir']
Disbarred,1939.0,['film-noir']
End of the Road,1944.0,['film-noir']
The Daredevil Drivers,1938.0,['film-noir']
Danger Woman,1946.0,['film-noir']
Strange Triangle,1946.0,['film-noir']
The Witness Vanishes,1939.0,['film-noir']
Mystery Plane,1939.0,['film-noir']
A Trip to Paris,1938.0,['film-noir']
Jinx Money,1948.0,['film-noir']
Ambush,1939.0,['film-noir']
Shadow of a Woman,1946.0,['film-noir']
Hurricane Smith,1941.0,['film-noir']
Scandal Incorporated,1956.0,['film-noir']
Joy Ride,1958.0,['film-noir']
Accomplice,1946.0,['film-noir']
The Girl from Rio,1939.0,['film-noir']
The Gold Racket,1937.0,['film-noir']
The Big Fix,1947.0,['film-noir']
Insurance Investigator,1951.0,['film-noir']
The Mystic Circle Murder,1938.0,['film-noir']
Criminal Investigator,1942.0,['film-noir']
Voice in the Wind,1944.0,['film-noir']
Ticket to Paradise,1936.0,['film-noir']
Second Chance,1947.0,['film-noir']
Harbor of Missing Men,1950.0,['film-noir']
Dancing in Manhattan,1944.0,['film-noir']
Sued for Libel,1939.0,['film-noir']
Web of Danger,1947.0,['film-noir']
Dangerous Intruder,1945.0,['film-noir']
Destination Big House,1950.0,['film-noir']
Waterfront at Midnight,1948.0,['film-noir']
Secrets of Monte Carlo,1951.0,['film-noir']
Woman in the Dark,1952.0,['film-noir']
Women from Headquarters,1950.0,['film-noir']
Lucky Devils,1941.0,['film-noir']
River Gang,1945.0,['film-noir']
Illegal Traffic,1938.0,['film-noir']
The Gentleman from Louisiana,1936.0,['film-noir']
Crime of the Century,1946.0,['film-noir']
Lonely Heart Bandits,1950.0,['film-noir']
Trouble at Midnight,1937.0,['film-noir']
Passkey to Danger,1946.0,['film-noir']
Million Dollar Pursuit,1951.0,['film-noir']
Post Office Investigator,1949.0,['film-noir']
Glengarry Glen Ross,1992.0,"['financial-drama', 'workplace-drama']"
Margin Call,2011.0,"['financial-drama', 'workplace-drama']"
Wall Street,1987.0,"['financial-drama', 'workplace-drama']"
Jerry and Marge Go Large,2022.0,['financial-drama']
The Banker,2020.0,"['financial-drama', 'period-drama']"
Bank of Dave,2023.0,['financial-drama']
Boiler Room,2000.0,"['financial-drama', 'workplace-drama']"
Arbitrage,2012.0,['financial-drama']
The Laundromat,2019.0,"['financial-drama', 'true-crime']"
Wall Street: Money Never Sleeps,2010.0,['financial-drama']
Billionaire Boys Club,2018.0,['financial-drama']
The Company Men,2010.0,['financial-drama']
The Hummingbird Project,2018.0,['financial-drama']
Crypto,2019.0,['financial-drama']
Mothra,1961.0,"['financial-drama', 'giant-monster-sci-fi', 'globetrotting-adventure', 'supernatural-fantasy', 'urban-adventure']"
Rogue Trader,1999.0,"['financial-drama', 'true-crime']"
Equity,2016.0,['financial-drama']
August,2008.0,['financial-drama']
Rollover,1981.0,"['financial-drama', 'political-thriller']"
Capital,2012.0,['financial-drama']
Team Spirit,2016.0,['financial-drama']
The Green Inferno,2013.0,"['folk-horror', 'jungle-adventure', 'splatter-horror', 'survival-adventure']"
The Damned,2024.0,['folk-horror']
The Ritual,2017.0,"['folk-horror', 'monster-horror']"
The Wailing,2016.0,"['folk-horror', 'tragedy-drama']"
The Wicker Man,1973.0,"['folk-horror', 'supernatural-horror']"
Men,2022.0,['folk-horror']
Pet Sematary,1989.0,"['folk-horror', 'tragedy-drama']"
Daddy's Head,2024.0,['folk-horror']
Children of the Corn,1984.0,"['folk-horror', 'slasher-horror']"
In the Tall Grass,2019.0,['folk-horror']
Pet Sematary,2019.0,['folk-horror']
The Curse of La Llorona,2019.0,['folk-horror']
Onibaba,1964.0,['folk-horror']
Black Death,2010.0,"['folk-horror', 'period-drama']"
Hauntology,2024.0,"['folk-horror', 'slasher-horror', 'supernatural-horror']"
A Dark Song,2016.0,['folk-horror']
Final Prayer,2013.0,"['folk-horror', 'found-footage-horror']"
The Painted Bird,2019.0,"['folk-horror', 'period-drama', 'psychological-drama', 'psychological-thriller', 'survival-adventure', 'tragedy-drama']"
The Blood on Satan's Claw,1971.0,['folk-horror']
Dark Harvest,2023.0,"['folk-horror', 'supernatural-horror']"
Mark of the Devil,1970.0,['folk-horror']
Kwaidan,1964.0,"['folk-horror', 'supernatural-horror']"
Rawhead Rex,1986.0,['folk-horror']
The Devil Rides Out,1968.0,"['folk-horror', 'supernatural-horror']"
The Seeding,2023.0,['folk-horror']
Hellhole,2022.0,"['folk-horror', 'supernatural-horror']"
The Wind,2018.0,"['folk-horror', 'suspense-mystery']"
Witchfinder General,1968.0,"['folk-horror', 'witch-horror']"
Race with the Devil,1975.0,"['folk-horror', 'supernatural-horror']"
Alucarda,1977.0,"['folk-horror', 'supernatural-horror']"
The Old Ways,2020.0,"['folk-horror', 'witch-horror']"
Wendigo,2001.0,['folk-horror']
Consecration,2023.0,"['folk-horror', 'supernatural-horror']"
Il demonio,1963.0,['folk-horror']
Eyes of Fire,1983.0,['folk-horror']
Eye of the Devil,1966.0,"['folk-horror', 'supernatural-horror']"
Errementari,2017.0,['folk-horror']
Black Cat,1968.0,"['folk-horror', 'supernatural-horror']"
Witchhammer,1970.0,['folk-horror']
Lemora: A Child's Tale of the Supernatural,1973.0,['folk-horror']
Sauna,2008.0,['folk-horror']
Nothing But the Night,1973.0,['folk-horror']
Tam Lin,1970.0,['folk-horror']
The Field Guide to Evil,2018.0,['folk-horror']
The White Reindeer,1952.0,['folk-horror']
Heir of the Witch,2023.0,['folk-horror']
Clearcut,1991.0,['folk-horror']
Necromancy,1972.0,['folk-horror']
Shadow of the Hawk,1976.0,['folk-horror']
Cry of the Banshee,1970.0,['folk-horror']
J-ok'el,2007.0,['folk-horror']
Crypt of Dark Secrets,1976.0,['folk-horror']
The Wolf,1983.0,['folk-horror']
The Brotherhood of Satan,1971.0,['folk-horror']
Enter the Devil,1972.0,['folk-horror']
Demons of the Mind,1972.0,['folk-horror']
The Curse of the Crying Woman,1963.0,['folk-horror']
La llorona,1933.0,['folk-horror']
Lokis. Rekopis profesora Wittembacha,1970.0,['folk-horror']
Miss Leslie's Dolls,1973.0,['folk-horror']
All of them Witches,1996.0,['folk-horror']
The Great Yokai War,1968.0,['folk-horror']
Evil Eye,1975.0,['folk-horror']
Jonathan,1970.0,['folk-horror']
Loon Lake,2019.0,['folk-horror']
The Cry,2007.0,['folk-horror']
The Witch,1952.0,['folk-horror']
La bruja,1954.0,['folk-horror']
Srishti,,['folk-horror']
The Living Coffin,1959.0,['folk-horror']
La Malédiction des Tahu'a,,['folk-horror']
Outen the Light,,['folk-horror']
The Shadow over Innsmouth,,"['folk-horror', 'monster-horror', 'supernatural-horror']"
La herencia de la Llorona,1947.0,['folk-horror']
Rarer Media,,"['folk-horror', 'found-footage-horror', 'monster-horror']"
The Tattiebogle,,['folk-horror']
The Corn Doll,,['folk-horror']
Late Night with the Devil,2023.0,"['found-footage-horror', 'supernatural-horror']"
Cannibal Holocaust,1980.0,"['found-footage-horror', 'jungle-adventure', 'splatter-horror']"
Bloat,2025.0,['found-footage-horror']
"As Above, So Below",2014.0,['found-footage-horror']
REC,2007.0,"['found-footage-horror', 'supernatural-horror', 'zombie-horror']"
Creep,2014.0,['found-footage-horror']
Incantation,2022.0,"['found-footage-horror', 'supernatural-horror']"
Quarantine,2008.0,"['found-footage-horror', 'zombie-horror']"
Antrum: The Deadliest Film Ever Made,2018.0,['found-footage-horror']
Lake Mungo,2008.0,['found-footage-horror']
The Fourth Kind,2009.0,"['found-footage-horror', 'psychological-thriller']"
A Haunted House,2013.0,"['found-footage-horror', 'parody-comedy']"
Devil's Pass,2013.0,['found-footage-horror']
