title,year,subgenres
V/H/S,2012.0,['found-footage-horror']
The Poughkeepsie Tapes,2007.0,['found-footage-horror']
Unfriended,2014.0,"['found-footage-horror', 'slasher-horror', 'supernatural-horror', 'teen-horror']"
The Backrooms,,['found-footage-horror']
August Underground,2001.0,['found-footage-horror']
V/H/S/2,2013.0,"['found-footage-horror', 'zombie-horror']"
The Bay,2012.0,['found-footage-horror']
Paranormal Activity: Next of Kin,2021.0,['found-footage-horror']
Blair Witch,2016.0,"['found-footage-horror', 'supernatural-horror', 'witch-horror']"
V/H/S/85,2023.0,"['found-footage-horror', 'supernatural-horror']"
Chernobyl Diaries,2012.0,"['found-footage-horror', 'monster-horror', 'teen-horror']"
Apollo 18,2011.0,"['found-footage-horror', 'space-sci-fi']"
The Last Exorcism,2010.0,"['found-footage-horror', 'supernatural-horror']"
Banshee Chapter,2013.0,['found-footage-horror']
Paranormal Activity 2,2010.0,"['found-footage-horror', 'supernatural-horror']"
Paranormal Activity 3,2011.0,['found-footage-horror']
Paranormal Activity 4,2012.0,"['found-footage-horror', 'supernatural-horror']"
Paranormal Activity: The Marked Ones,2014.0,['found-footage-horror']
[Rec]²,2009.0,"['found-footage-horror', 'supernatural-horror', 'zombie-horror']"
The Pyramid,2014.0,"['found-footage-horror', 'supernatural-horror']"
August Underground's Mordum,2003.0,['found-footage-horror']
The Den,2013.0,['found-footage-horror']
Paranormal Activity: The Ghost Dimension,2015.0,['found-footage-horror']
My Little Eye,2002.0,"['found-footage-horror', 'slasher-horror', 'teen-horror']"
Lucky Bastard,2014.0,['found-footage-horror']
Exists,2014.0,['found-footage-horror']
[REC] 3: Genesis,2012.0,"['found-footage-horror', 'supernatural-horror', 'zombie-horror']"
The Gallows,2015.0,"['found-footage-horror', 'slasher-horror', 'supernatural-horror', 'teen-horror']"
Jeruzalem,2015.0,['found-footage-horror']
The Devil Inside,2012.0,"['found-footage-horror', 'supernatural-horror']"
V/H/S Viral,2014.0,['found-footage-horror']
Dashcam,2021.0,['found-footage-horror']
Skinwalker Ranch,2013.0,['found-footage-horror']
Evidence,2012.0,['found-footage-horror']
Frankenstein's Army,2013.0,"['found-footage-horror', 'steampunk-sci-fi']"
The Devil's Doorway,2018.0,['found-footage-horror']
Phoenix Forgotten,2017.0,['found-footage-horror']
Amber Alert,2012.0,['found-footage-horror']
The Possession of Michael King,2014.0,['found-footage-horror']
Ratter,2015.0,['found-footage-horror']
Hangman,2015.0,['found-footage-horror']
Apartment 143,2011.0,['found-footage-horror']
Area 51,2015.0,['found-footage-horror']
The Black-Eyed Children,,"['found-footage-horror', 'supernatural-horror']"
Always Watching: A Marble Hornets Story,2015.0,"['found-footage-horror', 'supernatural-horror']"
Atrocious,2010.0,['found-footage-horror']
Home Movie,2008.0,['found-footage-horror']
Followed,2018.0,['found-footage-horror']
Found Footage 3D,2016.0,['found-footage-horror']
388 Arletta Avenue,2011.0,['found-footage-horror']
S&man,2006.0,['found-footage-horror']
The Frankenstein Theory,2013.0,['found-footage-horror']
The Houses October Built 2,2017.0,['found-footage-horror']
Ingagi,1930.0,['found-footage-horror']
The Final Project,2016.0,['found-footage-horror']
The Final Frame,,['found-footage-horror']
Stalker Gone Viral,,['found-footage-horror']
Episode 13,,['found-footage-horror']
RWD,2015.0,['found-footage-horror']
Among the Dead,,"['found-footage-horror', 'zombie-horror']"
LIKES,,['found-footage-horror']
Hadron,,['found-footage-horror']
Wayang Puaka,2023.0,['found-footage-horror']
Léon: The Professional,1994.0,"['gangster-crime', 'one-person-army-action']"
The Bikeriders,2023.0,"['gangster-crime', 'period-drama']"
Reservoir Dogs,1992.0,"['gangster-crime', 'heist-crime']"
Absolution,2024.0,['gangster-crime']
Black Mass,2015.0,"['gangster-crime', 'true-crime']"
Dogville,2003.0,"['gangster-crime', 'psychological-drama']"
A History of Violence,2005.0,"['gangster-crime', 'one-person-army-action']"
The Outfit,2022.0,"['gangster-crime', 'period-drama']"
Eastern Promises,2007.0,['gangster-crime']
Carlito's Way,1993.0,['gangster-crime']
Mean Streets,1973.0,['gangster-crime']
Miller's Crossing,1990.0,"['gangster-crime', 'period-drama', 'tragedy-drama']"
Gangster Squad,2013.0,"['gangster-crime', 'true-crime']"
Run All Night,2015.0,['gangster-crime']
Prizzi's Honor,1985.0,"['gangster-crime', 'romantic-comedy']"
Analyze This,1999.0,"['gangster-crime', 'high-concept-comedy', 'satire-comedy']"
Killshot,2008.0,['gangster-crime']
Castle on the Hudson,1940.0,"['gangster-crime', 'prison-drama']"
The Public Enemy,1931.0,['gangster-crime']
Mafia Mamma,2023.0,"['gangster-crime', 'high-concept-comedy', 'screwball-comedy']"
Little Caesar,1931.0,"['gangster-crime', 'psychological-drama', 'tragedy-drama']"
True Confessions,1981.0,"['gangster-crime', 'tragedy-drama']"
Lansky,2021.0,"['gangster-crime', 'true-crime']"
Hoffa,1992.0,"['gangster-crime', 'true-crime']"
The Kitchen,2019.0,['gangster-crime']
Rise of the Footsoldier: Ibiza,,['gangster-crime']
Dheepan,2015.0,['gangster-crime']
Outrage,2010.0,['gangster-crime']
The Roaring Twenties,1939.0,"['gangster-crime', 'tragedy-drama']"
Tsotsi,2005.0,['gangster-crime']
WiseGirls,2002.0,['gangster-crime']
Dressed to Kill,1946.0,"['gangster-crime', 'heist-crime']"
Raees,2017.0,"['gangster-crime', 'period-drama']"
The Doorway to Hell,1930.0,"['gangster-crime', 'tragedy-drama']"
The Walking Dead,1936.0,"['gangster-crime', 'supernatural-horror']"
Red Surf,1989.0,['gangster-crime']
Kaante,2002.0,"['gangster-crime', 'heist-crime']"
Whitey: United States of America v. James J. Bulger,2014.0,"['gangster-crime', 'true-crime']"
Daughter of Shanghai,1937.0,['gangster-crime']
Dangerous to Know,1938.0,['gangster-crime']
Upperworld,1934.0,['gangster-crime']
El Coyote,2019.0,['gangster-crime']
The Strange Love of Molly Louvain,1932.0,['gangster-crime']
The Star Witness,1931.0,['gangster-crime']
Is My Face Red?,1932.0,['gangster-crime']
Pocket Maar,1956.0,"['gangster-crime', 'heist-crime', 'romantic-comedy']"
We Who Are About to Die,1936.0,"['gangster-crime', 'legal-drama', 'prison-drama', 'true-crime']"
They All Come Out,1939.0,"['gangster-crime', 'heist-crime', 'prison-drama']"
The People's Enemy,1935.0,['gangster-crime']
The Big 4: Badai Pasti Kembali,,['gangster-crime']
The Tong Man,1919.0,['gangster-crime']
The Incredible Hulk,2008.0,"['giant-monster-sci-fi', 'one-person-army-action', 'superhero-action', 'urban-adventure']"
Venom,2018.0,"['giant-monster-sci-fi', 'superhero-action', 'urban-adventure']"
Venom: Let There Be Carnage,2021.0,"['giant-monster-sci-fi', 'one-person-army-action', 'superhero-action']"
The Meg,2018.0,['giant-monster-sci-fi']
Hulk,2003.0,"['giant-monster-sci-fi', 'one-person-army-action', 'superhero-action']"
The Mist,2007.0,"['giant-monster-sci-fi', 'monster-horror']"
Pacific Rim,2013.0,['giant-monster-sci-fi']
The Host,2006.0,"['giant-monster-sci-fi', 'monster-horror', 'psychological-drama', 'tragedy-drama']"
Rampage,2018.0,"['giant-monster-sci-fi', 'jungle-adventure']"
Meg 2: The Trench,2023.0,['giant-monster-sci-fi']
Kong: Skull Island,2017.0,"['giant-monster-sci-fi', 'jungle-adventure', 'supernatural-fantasy', 'survival-adventure']"
Pacific Rim: Uprising,2018.0,['giant-monster-sci-fi']
Eight Legged Freaks,2002.0,['giant-monster-sci-fi']
Them!,1954.0,"['giant-monster-sci-fi', 'monster-horror']"
Evangelion: 3.0+1.01 Thrice Upon a Time,2021.0,['giant-monster-sci-fi']
DeepStar Six,1989.0,['giant-monster-sci-fi']
Evangelion: 2.0 You Can (Not) Advance,2009.0,['giant-monster-sci-fi']
The War of the Gargantuas,1966.0,"['giant-monster-sci-fi', 'monster-horror', 'supernatural-horror']"
Tarantula,1955.0,"['giant-monster-sci-fi', 'monster-horror']"
"The Beast from 20,000 Fathoms",1953.0,"['giant-monster-sci-fi', 'monster-horror', 'supernatural-horror']"
Evangelion: 3.0 You Can (Not) Redo,2012.0,['giant-monster-sci-fi']
Gorgo,1961.0,"['giant-monster-sci-fi', 'monster-horror', 'supernatural-horror']"
The Monolith Monsters,1957.0,['giant-monster-sci-fi']
It Came from Beneath the Sea,1955.0,"['giant-monster-sci-fi', 'monster-horror']"
Big Ass Spider!,2013.0,"['giant-monster-sci-fi', 'parody-comedy']"
Matango,1963.0,"['giant-monster-sci-fi', 'monster-horror', 'supernatural-horror']"
The Giant Behemoth,1959.0,"['giant-monster-sci-fi', 'monster-horror', 'supernatural-horror']"
The Giant Claw,1957.0,"['giant-monster-sci-fi', 'monster-horror', 'supernatural-fantasy', 'supernatural-horror']"
Konga,1961.0,"['giant-monster-sci-fi', 'monster-horror']"
The Spider,1958.0,"['giant-monster-sci-fi', 'monster-horror']"
Attack of the Crab Monsters,1957.0,"['giant-monster-sci-fi', 'monster-horror']"
Frankenstein vs. Baragon,1965.0,"['giant-monster-sci-fi', 'monster-horror', 'supernatural-horror']"
Goliathon,1977.0,['giant-monster-sci-fi']
The Black Scorpion,1957.0,"['giant-monster-sci-fi', 'monster-horror']"
The Deadly Mantis,1957.0,"['giant-monster-sci-fi', 'monster-horror']"
The Giant Gila Monster,1959.0,"['giant-monster-sci-fi', 'monster-horror']"
Son of Kong,1933.0,"['giant-monster-sci-fi', 'jungle-adventure']"
Mega Shark vs. Giant Octopus,2009.0,"['giant-monster-sci-fi', 'monster-horror', 'sea-adventure']"
The Monster That Challenged the World,1957.0,"['giant-monster-sci-fi', 'monster-horror']"
Mega Shark vs. Crocosaurus,2010.0,['giant-monster-sci-fi']
Gamera vs. Guiron,1969.0,['giant-monster-sci-fi']
Atragon,1963.0,"['giant-monster-sci-fi', 'supernatural-fantasy']"
Snakes,2018.0,"['giant-monster-sci-fi', 'jungle-adventure']"
Latitude Zero,1969.0,"['giant-monster-sci-fi', 'sea-adventure']"
Gamera vs. Jiger,1970.0,['giant-monster-sci-fi']
Gamera: The Giant Monster,1965.0,"['giant-monster-sci-fi', 'monster-horror', 'supernatural-horror']"
Gamera vs. Gyaos,1967.0,"['giant-monster-sci-fi', 'supernatural-fantasy']"
King Kong Escapes,1967.0,"['giant-monster-sci-fi', 'jungle-adventure']"
Gammera the Invincible,1966.0,['giant-monster-sci-fi']
Gamera vs. Barugon,1966.0,"['giant-monster-sci-fi', 'monster-horror', 'supernatural-fantasy', 'supernatural-horror']"
"Yongary, Monster from the Deep",1967.0,['giant-monster-sci-fi']
Gappa the Triphibian Monster,1967.0,['giant-monster-sci-fi']
The Mysterious Island,1929.0,"['giant-monster-sci-fi', 'sea-adventure']"
The Strange World of Planet X,1958.0,['giant-monster-sci-fi']
Rebirth of Mothra,1996.0,"['giant-monster-sci-fi', 'supernatural-fantasy']"
Jû jin yuki otoko,1955.0,"['giant-monster-sci-fi', 'monster-horror']"
Rebirth of Mothra II,1997.0,"['giant-monster-sci-fi', 'sea-adventure', 'supernatural-fantasy']"
Gamera vs. Viras,1968.0,"['giant-monster-sci-fi', 'supernatural-fantasy']"
Varan the Unbelievable,1962.0,"['giant-monster-sci-fi', 'monster-horror', 'supernatural-horror']"
Reptile 2001,1999.0,['giant-monster-sci-fi']
Gogola,1966.0,['giant-monster-sci-fi']
Space Monster Wangmagwi,1967.0,['giant-monster-sci-fi']
Shikari,1963.0,['giant-monster-sci-fi']
Godzilla vs. Wolfman,,"['giant-monster-sci-fi', 'monster-horror', 'supernatural-horror', 'werewolf-horror']"
Tokyo 1960,1957.0,['giant-monster-sci-fi']
Gamera,,['giant-monster-sci-fi']
Untitled Big Man Japan Remake,,['giant-monster-sci-fi']
Untitled Big Man Japan Sequel,,['giant-monster-sci-fi']
Godzilla: Nuclear Carnage,,['giant-monster-sci-fi']
Sonic the Hedgehog 2,2022.0,"['globetrotting-adventure', 'superhero-action', 'supernatural-fantasy']"
Casino Royale,2006.0,"['globetrotting-adventure', 'spy-thriller']"
Uncharted,2022.0,"['globetrotting-adventure', 'quest-adventure']"
The Secret Life of Walter Mitty,2013.0,['globetrotting-adventure']
Skyfall,2012.0,"['globetrotting-adventure', 'spy-thriller']"
Spectre,2015.0,"['globetrotting-adventure', 'one-person-army-action', 'spy-thriller']"
The Da Vinci Code,2006.0,"['globetrotting-adventure', 'suspense-mystery']"
The Man from U.N.C.L.E.,2015.0,"['globetrotting-adventure', 'parody-comedy']"
The Old Guard,2020.0,"['globetrotting-adventure', 'superhero-action']"
Tomb Raider,2018.0,"['globetrotting-adventure', 'jungle-adventure']"
Aquaman,2018.0,"['globetrotting-adventure', 'sea-adventure', 'superhero-action']"
Mission: Impossible - Ghost Protocol,2011.0,['globetrotting-adventure']
Lara Croft: Tomb Raider,2001.0,"['globetrotting-adventure', 'jungle-adventure']"
Chitty Chitty Bang Bang,1968.0,['globetrotting-adventure']
Knight and Day,2010.0,['globetrotting-adventure']
Hanna,2011.0,"['globetrotting-adventure', 'teen-adventure']"
Jumper,2008.0,"['globetrotting-adventure', 'superhero-action']"
The Living Daylights,1987.0,"['globetrotting-adventure', 'spy-thriller']"
Jason and the Argonauts,1963.0,"['globetrotting-adventure', 'quest-adventure', 'sword-and-sandal-action']"
National Treasure: Book of Secrets,2007.0,['globetrotting-adventure']
Sky Captain and the World of Tomorrow,2004.0,"['globetrotting-adventure', 'steampunk-sci-fi']"
"20,000 Leagues Under the Sea",1954.0,"['globetrotting-adventure', 'sea-adventure', 'steampunk-sci-fi']"
Around the World in 80 Days,2004.0,"['globetrotting-adventure', 'quest-adventure', 'slapstick-comedy']"
Lara Croft: Tomb Raider - The Cradle of Life,2003.0,['globetrotting-adventure']
Inkheart,2008.0,"['globetrotting-adventure', 'supernatural-fantasy', 'teen-fantasy']"
Looney Tunes: Back in Action,2003.0,"['globetrotting-adventure', 'slapstick-comedy']"
Firefox,1982.0,"['globetrotting-adventure', 'spy-thriller']"
Armour of God,1986.0,"['globetrotting-adventure', 'martial-arts-action']"
Amelia,2009.0,['globetrotting-adventure']
Scott of the Antarctic,1948.0,['globetrotting-adventure']
The Adventurer: The Curse of the Midas Box,2013.0,['globetrotting-adventure']
Travels with My Aunt,1972.0,['globetrotting-adventure']
The Dove,1974.0,['globetrotting-adventure']
Around the World Under the Sea,1966.0,['globetrotting-adventure']
Around the World in 80 Days,2021.0,['globetrotting-adventure']
Somewhere I'll Find You,1942.0,['globetrotting-adventure']
The Three Stooges Go Around the World in a Daze,1963.0,['globetrotting-adventure']
Four Men and a Prayer,1938.0,['globetrotting-adventure']
They Met in Bombay,1941.0,"['globetrotting-adventure', 'heist-crime']"
Only When I Larf,1968.0,['globetrotting-adventure']
Jack London,1943.0,"['globetrotting-adventure', 'road-trip-adventure', 'sea-adventure']"
Captain Nemo,1975.0,['globetrotting-adventure']
Black Man in the CIA: Uncensored,,"['globetrotting-adventure', 'one-person-army-action', 'spy-thriller']"
John Wick,2014.0,"['gun-fu-action', 'one-person-army-action']"
Kingsman: The Secret Service,2014.0,"['gun-fu-action', 'spy-thriller']"
Face/Off,1997.0,['gun-fu-action']
John Wick: Chapter 2,2017.0,"['gun-fu-action', 'one-person-army-action']"
Boy Kills World,2023.0,"['gun-fu-action', 'one-person-army-action']"
John Wick: Chapter 3 - Parabellum,2019.0,"['gun-fu-action', 'one-person-army-action']"
The Raid: Redemption,2011.0,"['gun-fu-action', 'martial-arts-action']"
Wanted,2008.0,"['gun-fu-action', 'superhero-action']"
Elektra,2005.0,"['gun-fu-action', 'superhero-action']"
Extraction,2020.0,"['gun-fu-action', 'one-person-army-action']"
Atomic Blonde,2017.0,"['gun-fu-action', 'spy-thriller']"
The Shadow Strays,2024.0,"['gun-fu-action', 'martial-arts-action']"
Extraction II,2023.0,"['gun-fu-action', 'one-person-army-action']"
Rambo: Last Blood,2019.0,"['gun-fu-action', 'one-person-army-action']"
The Man from Nowhere,2010.0,['gun-fu-action']
Haywire,2011.0,['gun-fu-action']
Naked Weapon,2002.0,['gun-fu-action']
Ultraviolet,2006.0,"['gun-fu-action', 'superhero-action']"
Hard Boiled,1992.0,['gun-fu-action']
City Hunter,2024.0,['gun-fu-action']
The Killer,1989.0,"['gun-fu-action', 'tragedy-drama']"
Naked Killer,1992.0,['gun-fu-action']
Supercop,1992.0,"['gun-fu-action', 'martial-arts-action']"
Kite,2014.0,"['gun-fu-action', 'one-person-army-action']"
Bulletproof Monk,2003.0,"['gun-fu-action', 'superhero-action']"
The Replacement Killers,1998.0,['gun-fu-action']
Joshua Tree,1993.0,"['gun-fu-action', 'one-person-army-action']"
Rapid Fire,1992.0,['gun-fu-action']
Eastern Condors,1987.0,['gun-fu-action']
City on Fire,1987.0,['gun-fu-action']
Once a Thief,1991.0,['gun-fu-action']
Exiled,2006.0,['gun-fu-action']
Island of Fire,1991.0,"['gun-fu-action', 'prison-drama']"
Legacy of Rage,1986.0,['gun-fu-action']
Full Contact,1992.0,['gun-fu-action']
Invisible Target,2007.0,['gun-fu-action']
God of Gamblers,1989.0,['gun-fu-action']
Tiger Cage,1988.0,['gun-fu-action']
A Better Tomorrow III: Love and Death in Saigon,1989.0,"['gun-fu-action', 'period-drama']"
Gwang tin lung fo wooi,1989.0,['gun-fu-action']
The White Storm,2013.0,['gun-fu-action']
Fulltime Killer,2001.0,['gun-fu-action']
Devil Hunters,1989.0,['gun-fu-action']
Undeclared War,1990.0,['gun-fu-action']
A Better Tomorrow,2010.0,['gun-fu-action']
Best of the Best,1992.0,['gun-fu-action']
Rough Dog,,"['gun-fu-action', 'martial-arts-action', 'one-person-army-action']"
Spanish Moss,,"['gun-fu-action', 'one-person-army-action', 'period-drama']"
Night Moves,1975.0,"['hardboiled-mystery', 'tragedy-drama']"
Reptile,2023.0,"['hardboiled-mystery', 'police-procedural-crime']"
Insomnia,2002.0,"['hardboiled-mystery', 'psychological-thriller', 'tragedy-drama']"
Harper,1966.0,['hardboiled-mystery']
The Long Goodbye,1973.0,['hardboiled-mystery']
Devil in a Blue Dress,1995.0,['hardboiled-mystery']
True Crime,1999.0,"['hardboiled-mystery', 'legal-thriller', 'prison-drama']"
Felidae,1994.0,"['hardboiled-mystery', 'psychological-thriller', 'suspense-mystery']"
Alphaville,1965.0,"['hardboiled-mystery', 'satire-comedy']"
"Farewell, My Lovely",1975.0,['hardboiled-mystery']
Marlowe,1969.0,['hardboiled-mystery']
A Kind of Murder,2016.0,"['hardboiled-mystery', 'psychological-drama', 'psychological-thriller', 'whodunnit-mystery']"
Tony Rome,1967.0,['hardboiled-mystery']
V.I. Warshawski,1991.0,['hardboiled-mystery']
My Favorite Brunette,1947.0,['hardboiled-mystery']
The Falcon Takes Over,1942.0,"['hardboiled-mystery', 'whodunnit-mystery']"
Satan Met a Lady,1936.0,"['hardboiled-mystery', 'satire-comedy', 'screwball-comedy']"
Cool and Lam,1958.0,['hardboiled-mystery']
The Glass Cage,1964.0,['hardboiled-mystery']
The Order,2024.0,"['heist-crime', 'true-crime']"
The Town,2010.0,['heist-crime']
Point Break,1991.0,['heist-crime']
Inside Man,2006.0,['heist-crime']
Wrath of Man,2021.0,"['heist-crime', 'one-person-army-action']"
Before the Devil Knows You're Dead,2007.0,['heist-crime']
The Score,2001.0,['heist-crime']
Lift,2024.0,['heist-crime']
Army of the Dead,2021.0,"['heist-crime', 'zombie-horror']"
The Place Beyond the Pines,2012.0,"['heist-crime', 'tragedy-drama']"
Good Time,2017.0,['heist-crime']
Thief,1981.0,"['heist-crime', 'tragedy-drama']"
Emily the Criminal,2022.0,"['heist-crime', 'psychological-drama', 'psychological-thriller', 'workplace-drama']"
Widows,2018.0,"['heist-crime', 'tragedy-drama']"
Triple 9,2016.0,['heist-crime']
Flawless,2007.0,"['heist-crime', 'period-drama']"
Deadfall,2012.0,"['heist-crime', 'police-procedural-crime', 'psychological-drama', 'psychological-thriller', 'tragedy-drama']"
