from_tconst,from_title,from_year,from_runtimeMinutes,from_averageRating,from_numVotes,from_budget,from_revenue,from_budget_formatted,from_revenue_formatted,budget_2023,revenue_2023,budget_2023_formatted,revenue_2023_formatted
tt0800308,Appaloosa,2008,115,6.7,66149,20000000,20211394,"20,000,000","20,211,394",28304482.519983467,28603652.408874936,"28,304,482","28,603,652"
tt0800320,Clash of the Titans,2010,106,5.8,298177,125000000,493214993,"125,000,000","493,214,993",174669580.2913013,689197246.5654969,"174,669,580","689,197,246"
tt0800369,Thor,2011,115,7.0,927784,150000000,449326618,"150,000,000","449,326,618",203189753.6665496,608657098.8482922,"203,189,753","608,657,098"
tt0803096,Warcraft,2016,123,6.7,287877,160000000,433677183,"160,000,000","433,677,183",203128742.07835606,550576879.0679688,"203,128,742","550,576,879"
tt0804452,Bratz,2007,110,3.1,25239,20000000,26000000,"20,000,000","26,000,000",29391247.31120564,38208621.50456733,"29,391,247","38,208,621"
tt0804461,Death Sentence,2007,105,6.7,76119,20000000,16974459,"20,000,000","16,974,459",29391247.31120564,24945026.12214602,"29,391,247","24,945,026"
tt0804505,Married Life,2007,91,6.2,9913,12000000,2888315,"12,000,000","2,888,315",17634748.386723384,4244559.023883246,"17,634,748","4,244,559"
tt0804516,P2,2007,98,5.9,37754,3500000,7766240,"3,500,000","7,766,240",5143468.279460987,11412974.025908884,"5,143,468","11,412,974"
tt0804522,Rendition,2007,122,6.8,58948,27500000,24748670,"27,500,000","24,748,670",40412965.05290776,36369714.02967078,"40,412,965","36,369,714"
tt0805526,Facing the Giants,2006,111,6.5,18581,100000,10307987,"100,000","10,307,987",151141.8650793651,15579683.803938493,"151,141","15,579,683"
tt0805564,Lars and the Real Girl,2007,106,7.3,161304,12000000,11293663,"12,000,000","11,293,663",17634748.386723384,16596742.11412063,"17,634,748","16,596,742"
tt0805570,The Midnight Meat Train,2008,100,6.0,73311,15000000,3533227,"15,000,000","3,533,227",21228361.8899876,5000308.093031681,"21,228,361","5,000,308"
tt0806027,Blood: The Last Vampire,2009,91,5.3,15419,30000000,5874530,"30,000,000","5,874,530",42608314.64968746,8343460.75530095,"42,608,314","8,343,460"
tt0808279,Funny Games,2007,111,6.5,106913,15000000,7938872,"15,000,000","7,938,872",22043435.48340423,11666667.516200287,"22,043,435","11,666,667"
tt0808399,"New York, I Love You",2008,103,6.2,48851,14700000,14600000,"14,700,000","14,600,000",20803794.652187847,20662272.23958793,"20,803,794","20,662,272"
tt0808510,Tooth Fairy,2010,101,5.0,51241,48000000,112462508,"48,000,000","112,462,508",67073118.8318597,157150232.56693694,"67,073,118","157,150,232"
tt0808526,Life During Wartime,2009,98,6.4,8032,4500000,744816,"4,500,000","744,816",6391247.19745312,1057845.1494707207,"6,391,247","1,057,845"
tt0810784,Bright Star,2009,119,6.9,29170,10000000,14374652,"10,000,000","14,374,652",14202771.549895821,20415989.846525304,"14,202,771","20,415,989"
tt0810913,Jack and Jill,2011,91,3.3,92773,79000000,149700000,"79,000,000","149,700,000",107013270.2643828,202783374.1592165,"107,013,270","202,783,374"
tt0810922,Take Me Home Tonight,2011,97,6.3,56654,19000000,6900000,"19,000,000","6,900,000",25737368.79776295,9346728.668661281,"25,737,368","9,346,728"
tt0811080,Speed Racer,2008,135,6.1,80335,120000000,93900000,"120,000,000","93,900,000",169826895.1199008,132889545.43132237,"169,826,895","132,889,545"
tt0811106,The Ten,2007,96,4.9,17053,5250000,785528,"5,250,000","785,528",7715202.419191481,1154382.385893837,"7,715,202","1,154,382"
tt0811138,The Love Guru,2008,87,3.8,55838,62000000,40854735,"62,000,000","40,854,735",87743895.81194875,57818606.63330283,"87,743,895","57,818,606"
tt0814255,Percy Jackson & the Olympians: The Lightning Thief,2010,118,5.9,208444,95000000,226497209,"95,000,000","226,497,209",132748881.021389,316497379.4654492,"132,748,881","316,497,379"
tt0814314,Seven Pounds,2008,123,7.6,320212,55000000,168167691,"55,000,000","168,167,691",77837326.92995453,237994973.51677403,"77,837,326","237,994,973"
tt0814335,The Stepfather,2009,101,5.6,40842,20000000,31198531,"20,000,000","31,198,531",28405543.099791642,44310560.84853428,"28,405,543","44,310,560"
tt0815236,She's Out of My League,2010,104,6.4,148899,20000000,49800000,"20,000,000","49,800,000",27947132.84660821,69588360.78805444,"27,947,132","69,588,360"
tt0815244,Sydney White,2007,108,6.2,52358,16500000,13620075,"16,500,000","13,620,075",24247779.03174465,20015549.636108458,"24,247,779","20,015,549"
tt0816462,Conan the Barbarian,2011,113,5.2,104002,90000000,63523283,"90,000,000","63,523,283",121913852.19992976,86048534.83240345,"121,913,852","86,048,534"
tt0816692,Interstellar,2014,169,8.7,2310585,165000000,746606706,"165,000,000","746,606,706",212370868.81589618,960954635.2545114,"212,370,868","960,954,635"
tt0816711,World War Z,2013,116,7.0,748348,200000000,531865000,"200,000,000","531,865,000",261595058.31548312,695666278.4548222,"261,595,058","695,666,278"
tt0817177,Flipped,2010,90,7.7,101644,14000000,4324817,"14,000,000","4,324,817",19562992.992625747,6043311.761813479,"19,562,992","6,043,311"
tt0817230,Valentine's Day,2010,125,5.8,127553,52000000,216500000,"52,000,000","216,500,000",72662545.40118134,302527713.0645339,"72,662,545","302,527,713"
tt0817538,Drillbit Taylor,2008,110,5.7,63183,40000000,32900000,"40,000,000","32,900,000",56608965.03996693,46560873.7453728,"56,608,965","46,560,873"
tt0821640,Ghosts of Girlfriends Past,2009,100,5.8,96813,37500000,102366815,"37,500,000","102,366,815",53260393.31210933,145389248.77354488,"53,260,393","145,389,248"
tt0822847,Priest,2011,87,5.7,126334,60000000,78309131,"60,000,000","78,309,131",81275901.46661983,106077420.25154375,"81,275,901","106,077,420"
tt0822854,Shooter,2007,124,7.1,365092,61000000,95700000,"61,000,000","95,700,000",89643304.2991772,140637118.38411897,"89,643,304","140,637,118"
tt0824747,Changeling,2008,141,7.7,269978,55000000,113400000,"55,000,000","113,400,000",77837326.92995453,160486415.88830626,"77,837,326","160,486,415"
tt0825232,The Bucket List,2007,97,7.4,265373,45000000,175400000,"45,000,000","175,400,000",66130306.45021269,257761238.91927347,"66,130,306","257,761,238"
tt0829150,Dracula Untold,2014,92,6.2,215034,70000000,217124280,"70,000,000","217,124,280",90096732.22492565,279459830.209854,"90,096,732","279,459,830"
tt0829482,Superbad,2007,113,7.6,658896,20000000,170800000,"20,000,000","170,800,000",29391247.31120564,251001252.03769615,"29,391,247","251,001,252"
tt0830515,Quantum of Solace,2008,106,6.5,481443,200000000,589593688,"200,000,000","589,593,688",283044825.19983464,834407211.7944293,"283,044,825","834,407,211"
tt0831387,Godzilla,2014,123,6.4,452415,160000000,524978362,"160,000,000","524,978,362",205935387.9426872,675697641.4999155,"205,935,387","675,697,641"
tt0831887,The Spirit,2008,103,4.7,63536,60000000,39031337,"60,000,000","39,031,337",84913447.5599504,55238089.79240419,"84,913,447","55,238,089"
tt0837562,Hotel Transylvania,2012,91,7.0,294823,85000000,358375603,"85,000,000","358,375,603",112806388.66869344,475612441.89876914,"112,806,388","475,612,441"
tt0837563,Pet Sematary,2019,100,5.7,101397,21000000,113118226,"21,000,000","113,118,226",25028620.378084697,134818720.7807805,"25,028,620","134,818,720"
tt0838221,The Darjeeling Limited,2007,91,7.2,222537,16000000,24377151,"16,000,000","24,377,151",23512997.848964512,35823743.689180195,"23,512,997","35,823,743"
tt0838232,The Pink Panther 2,2009,92,5.6,49814,70000000,75871032,"70,000,000","75,871,032",99419400.84927075,107757893.47508354,"99,419,400","107,757,893"
tt0838283,Step Brothers,2008,98,6.9,329296,65000000,128100000,"65,000,000","128,100,000",91989568.18994626,181290210.54049408,"91,989,568","181,290,210"
tt0839980,Semi-Pro,2008,91,5.8,87604,55000000,33500000,"55,000,000","33,500,000",77837326.92995453,47410008.22097231,"77,837,326","47,410,008"
tt0840361,The Town,2010,125,7.5,428527,37000000,154026136,"37,000,000","154,026,136",51702195.76622519,215229444.23208717,"51,702,195","215,229,444"
tt0841046,Walk Hard: The Dewey Cox Story,2007,96,6.8,79009,35000000,18317151,"35,000,000","18,317,151",51434682.79460987,26918195.75388488,"51,434,682","26,918,195"
tt0842929,Paranoid Park,2007,85,6.6,32360,3000000,4545747,"3,000,000","4,545,747",4408687.096680846,6680258.714558555,"4,408,687","6,680,258"
tt0844286,The Brothers Bloom,2008,114,6.7,53257,20000000,5530764,"20,000,000","5,530,764",28304482.519983467,7827270.648007692,"28,304,482","7,827,270"
tt0844471,Cloudy with a Chance of Meatballs,2009,90,6.9,269834,100000000,242988466,"100,000,000","242,988,466",142027715.49895823,345110967.1857628,"142,027,715","345,110,967"
tt0844479,The Collector,2009,90,6.3,75832,3400000,114000000,"3,400,000","114,000,000",4828942.3269645795,161911595.66881236,"4,828,942","161,911,595"
tt0844708,The Last House on the Left,2009,113,6.5,103851,15000000,32721635,"15,000,000","32,721,635",21304157.32484373,46473790.66440754,"21,304,157","46,473,790"
tt0844993,Hoodwinked Too! Hood vs. Evil,2011,86,4.7,14358,30000000,13500000,"30,000,000","13,500,000",40637950.73330992,18287077.829989463,"40,637,950","18,287,077"
tt0848228,The Avengers,2012,143,8.0,1499947,220000000,1518815515,"220,000,000","1,518,815,515",291969476.5542654,2015671685.895668,"291,969,476","2,015,671,685"
tt0848537,Epic,2013,102,6.6,111890,100000000,268426634,"100,000,000","268,426,634",130797529.15774156,351095404.8732942,"130,797,529","351,095,404"
tt0848557,Diary of the Dead,2007,95,5.5,50077,2000000,5540941,"2,000,000","5,540,941",2939124.731120564,8142758.363389954,"2,939,124","8,142,758"
tt0850253,Battle in Seattle,2007,98,6.6,15356,8000000,908847,"8,000,000","908,847",11756498.924482256,1335607.3472523654,"11,756,498","1,335,607"
tt0852713,The House Bunny,2008,97,5.6,92598,25000000,70442940,"25,000,000","70,442,940",35380603.14997933,99692548.19431221,"35,380,603","99,692,548"
tt0857295,Timber Falls,2007,100,5.2,6597,2600000,677548,"2,600,000","677,548",3820862.150456733,995699.041660638,"3,820,862","995,699"
tt0858486,Battle for Terra,2007,85,6.5,12370,4000000,6101046,"4,000,000","6,101,046",5878249.462241128,8965867.592152096,"5,878,249","8,965,867"
tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,112,5.2,174920,145000000,403449830,"145,000,000","403,449,830",205207498.26988012,570971933.046265,"205,207,498","570,971,933"
tt0862846,Sunshine Cleaning,2008,91,6.8,75139,5000000,16174377,"5,000,000","16,174,377",7076120.629995867,22890368.55340613,"7,076,120","22,890,368"
tt0864761,The Duchess,2008,110,6.9,88657,17759769,43306325,"17,759,769","43,306,325",25134053.560972214,61288155.94836114,"25,134,053","61,288,155"
tt0864835,Mr. Peabody & Sherman,2014,92,6.7,80730,145000000,272912430,"145,000,000","272,912,430",186628945.3230603,351264544.6651967,"186,628,945","351,264,544"
tt0865556,The Forbidden Kingdom,2008,104,6.5,111264,55000000,127906624,"55,000,000","127,906,624",77837326.92995453,181016540.15990487,"77,837,326","181,016,540"
tt0866439,Made of Honor,2008,101,5.8,77749,40000000,106407672,"40,000,000","106,407,672",56608965.03996693,150590704.6058067,"56,608,965","150,590,704"
tt0870111,Frost/Nixon,2008,122,7.6,114247,25000000,27426335,"25,000,000","27,426,335",35380603.14997933,38814410.97973554,"35,380,603","38,814,410"
tt0870154,Jungle Cruise,2021,127,6.6,220066,200000000,220889446,"200,000,000","220,889,446",224897221.0945861,248387112.8726132,"224,897,221","248,387,112"
tt0872230,My Soul to Take,2010,107,4.8,22071,25000000,21500813,"25,000,000","21,500,813",34933916.05826026,30044303.86105404,"34,933,916","30,044,303"
tt0873886,Red State,2011,88,6.1,68856,4000000,1104682,"4,000,000","1,104,682",5418393.4311079895,1496400.423065809,"5,418,393","1,496,400"
tt0876294,Zombie Diaries,2006,85,4.0,4903,9300,2000000,"9,300","2,000,000",14056.193452380954,3022837.301587302,"14,056","3,022,837"
tt0878804,The Blind Side,2009,129,7.6,372590,29000000,309200000,"29,000,000","309,200,000",41188037.49469788,439149696.3227788,"41,188,037","439,149,696"
tt0880578,Untraceable,2008,101,6.2,53939,35000000,52659594,"35,000,000","52,659,594",49532844.409971066,74525127.8941213,"49,532,844","74,525,127"
tt0884224,"War, Inc.",2008,107,5.5,22747,5000000,1296184,"5,000,000","1,296,184",7076120.629995867,1834390.8685341123,"7,076,120","1,834,390"
tt0884328,The Mist,2007,126,7.1,356077,18000000,57470220,"18,000,000","57,470,220",26452122.580085076,84456072.45246983,"26,452,122","84,456,072"
tt0884726,Legends of Oz: Dorothy's Return,2013,88,4.9,6394,70000000,18662027,"70,000,000","18,662,027",91558270.41041909,24409470.2067506,"91,558,270","24,409,470"
tt0887883,Burn After Reading,2008,96,7.0,362533,37000000,163700000,"37,000,000","163,700,000",52363292.66196941,231672189.42606467,"52,363,292","231,672,189"
tt0889573,The Switch,2010,101,6.1,114480,19000000,49830607,"19,000,000","49,830,607",26549776.2042778,69631129.68280625,"26,549,776","69,631,129"
tt0889583,Brüno,2009,81,5.9,156033,42000000,138805831,"42,000,000","138,805,831",59651640.50956245,197142750.74864474,"59,651,640","197,142,750"
tt0890870,Saw IV,2007,93,5.9,170450,10000000,139352633,"10,000,000","139,352,633",14695623.65560282,204787384.9985338,"14,695,623","204,787,384"
tt0892318,Letters to Juliet,2010,105,6.5,109469,30000000,82148538,"30,000,000","82,148,538",41920699.26991232,114790805.23203212,"41,920,699","114,790,805"
tt0892769,How to Train Your Dragon,2010,98,8.1,836398,165000000,494879471,"165,000,000","494,879,471",230563845.98451772,691523115.9548098,"230,563,845","691,523,115"
tt0892782,Monsters vs. Aliens,2009,94,6.4,181602,175000000,381509870,"175,000,000","381,509,870",248548502.12317687,541849752.7640454,"248,548,502","541,849,752"
tt0892791,Shrek Forever After,2010,93,6.3,233627,165000000,752600867,"165,000,000","752,600,867",230563845.98451772,1051651820.5260758,"230,563,845","1,051,651,820"
tt0897361,I Know Who Killed Me,2007,105,3.6,31468,12000000,9620399,"12,000,000","9,620,399",17634748.386723384,14137776.31207377,"17,634,748","14,137,776"
tt0898367,The Road,2009,111,7.2,262044,32000000,27635305,"32,000,000","27,635,305",45448868.95966663,39249792.36266937,"45,448,868","39,249,792"
tt0900357,Boogeyman 2,2007,93,5.0,9234,4500000,1798418,"4,500,000","1,798,418",6613030.645021269,2642887.410346191,"6,613,030","2,642,887"
tt0901476,Bride Wars,2009,89,5.5,118828,30000000,115375850,"30,000,000","115,375,850",42608314.64968746,163865683.99250478,"42,608,314","163,865,683"
tt0903624,The Hobbit: An Unexpected Journey,2012,169,7.8,898839,250000000,1021103568,"250,000,000","1,021,103,568",331783496.0843924,1355141246.6211488,"331,783,496","1,355,141,246"
tt0905372,The Thing,2011,103,6.2,149821,35000000,31505287,"35,000,000","31,505,287",47410942.52219491,42677010.03149298,"47,410,942","42,677,010"
tt0910936,Pineapple Express,2008,111,6.9,364072,27000000,101624843,"27,000,000","101,624,843",38211051.40197768,143821929.6144782,"38,211,051","143,821,929"
tt0910970,WALL·E,2008,98,8.4,1250861,180000000,521311860,"180,000,000","521,311,860",254740342.6798512,737773121.4415034,"254,740,342","737,773,121"
tt0914798,The Boy in the Striped Pajamas,2008,94,7.7,260331,12500000,20416563,"12,500,000","20,416,563",17690301.574989665,28894012.527582057,"17,690,301","28,894,012"
tt0918927,Doubt,2008,104,7.5,140792,20000000,50907234,"20,000,000","50,907,234",28304482.519983467,72045145.7446854,"28,304,482","72,045,145"
tt0918940,The Legend of Tarzan,2016,110,6.2,192757,180000000,356743061,"180,000,000","356,743,061",228519834.83815056,452904807.6632015,"228,519,834","452,904,807"
tt0926084,Harry Potter and the Deathly Hallows: Part 1,2010,146,7.7,626450,250000000,954305868,"250,000,000","954,305,868",349339160.5826026,1333505643.4646878,"349,339,160","1,333,505,643"
tt0926129,Prom Night,2008,88,4.0,38871,20000000,14800000,"20,000,000","14,800,000",28304482.519983467,20945317.064787764,"28,304,482","20,945,317"
tt0935075,Rabbit Hole,2010,91,7.0,52006,5000000,5144717,"5,000,000","5,144,717",6986783.211652053,7189004.472860182,"6,986,783","7,189,004"
tt0936501,Taken,2008,90,7.7,652247,25000000,226830568,"25,000,000","226,830,568",35380603.14997933,321016092.347696,"35,380,603","321,016,092"
tt0937237,Redacted,2007,90,6.1,11452,5000000,782102,"5,000,000","782,102",7347811.82780141,1149347.6652294276,"7,347,811","1,149,347"
tt0938283,The Last Airbender,2010,103,4.0,177889,150000000,319713881,"150,000,000","319,713,881",209603496.34956157,446754315.2605844,"209,603,496","446,754,315"
tt0938330,Silent Hill: Revelation,2012,95,4.9,68355,20000000,55362705,"20,000,000","55,362,705",26542679.686751395,73473727.2703555,"26,542,679","73,473,727"
tt0942385,Tropic Thunder,2008,107,7.1,464944,92000000,195702811,"92,000,000","195,702,811",130200619.59192394,276963339.6530564,"130,200,619","276,963,339"
tt0944835,Salt,2010,100,6.5,336406,110000000,293329073,"110,000,000","293,329,073",153709230.65634516,409885328.54517186,"153,709,230","409,885,328"
tt0945513,Source Code,2011,93,7.5,565062,32000000,147332697,"32,000,000","147,332,697",43347147.448863916,199576629.40305594,"43,347,147","199,576,629"
tt0947798,Black Swan,2010,108,8.0,854063,13000000,329398046,"13,000,000","329,398,046",18165636.350295335,460286547.54875803,"18,165,636","460,286,547"
tt0947810,Green Zone,2010,115,6.8,144842,100000000,94882889,"100,000,000","94,882,889",139735664.23304105,132585235.18764903,"139,735,664","132,585,235"
tt0948470,The Amazing Spider-Man,2012,136,6.9,728178,215000000,757930663,"215,000,000","757,930,663",285333806.63257754,1005875540.6388059,"285,333,806","1,005,875,540"
tt0952640,Alvin and the Chipmunks,2007,92,5.3,98937,60000000,361366633,"60,000,000","361,366,633",88173741.93361692,531050804.02603424,"88,173,741","531,050,804"
tt0955308,Robin Hood,2010,140,6.6,289665,200000000,321669741,"200,000,000","321,669,741",279471328.4660821,449487349.2230528,"279,471,328","449,487,349"
tt0959337,Revolutionary Road,2008,119,7.3,229561,35000000,76000000,"35,000,000","76,000,000",49532844.409971066,107557033.57593717,"49,532,844","107,557,033"
tt0960144,You Don't Mess with the Zohan,2008,113,5.6,219933,90000000,204313400,"90,000,000","204,313,400",127370171.3399256,289149252.9449195,"127,370,171","289,149,252"
