from_tconst,from_title,from_year,from_runtimeMinutes,from_averageRating,from_numVotes,from_budget,from_revenue,from_budget_formatted,from_revenue_formatted,budget_2023,revenue_2023,budget_2023_formatted,revenue_2023_formatted
tt0457495,Stormbreaker,2006,93,5.1,26032,40000000,23900000,"40,000,000","23,900,000",60456746.03174603,36122905.753968254,"60,456,746","36,122,905"
tt0457510,Nacho Libre,2006,92,5.9,96979,35000000,99300000,"35,000,000","99,300,000",52899652.777777776,150083872.02380952,"52,899,652","150,083,872"
tt0457939,The Holiday,2006,136,7.0,346714,85000000,194168700,"85,000,000","194,168,700",128470585.31746033,293470194.58035713,"128,470,585","293,470,194"
tt0458339,Captain America: The First Avenger,2011,124,6.9,926524,140000000,370569774,"140,000,000","370,569,774",189643770.08877963,501973207.30219305,"189,643,770","501,973,207"
tt0458352,The Devil Wears Prada,2006,109,6.9,495476,35000000,326706115,"35,000,000","326,706,115",52899652.777777776,493789715.5393353,"52,899,652","493,789,715"
tt0458525,X-Men Origins: Wolverine,2009,107,6.5,552154,150000000,373062864,"150,000,000","373,062,864",213041573.24843732,529852663.1141854,"213,041,573","529,852,663"
tt0460829,Inland Empire,2006,180,6.8,65646,15000000,4304157,"15,000,000","4,304,157",22671279.76190476,6505383.165744048,"22,671,279","6,505,383"
tt0461770,Enchanted,2007,107,7.1,222928,85000000,340487652,"85,000,000","340,487,652",124912801.07262397,500367839.31718606,"124,912,801","500,367,839"
tt0462200,Black Snake Moan,2006,116,6.9,67557,15000000,10900000,"15,000,000","10,900,000",22671279.76190476,16474463.293650795,"22,671,279","16,474,463"
tt0462229,Code Name: The Cleaner,2007,84,4.6,12358,20000000,10337477,"20,000,000","10,337,477",29391247.31120564,15191567.154045008,"29,391,247","15,191,567"
tt0462244,Daddy Day Camp,2007,93,3.2,18312,6000000,18197398,"6,000,000","18,197,398",8817374.193361692,26742211.251921944,"8,817,374","26,742,211"
tt0462322,Grindhouse,2007,191,7.5,193600,67000000,25422088,"67,000,000","25,422,088",98460678.49253888,37359343.778761655,"98,460,678","37,359,343"
tt0462338,The Hoax,2006,116,6.7,17408,25000000,11772461,"25,000,000","11,772,461",37785466.26984127,17793117.12114087,"37,785,466","17,793,117"
tt0462396,The Last Legion,2007,101,5.4,37643,67000000,25303038,"67,000,000","25,303,038",98460678.49253888,37184392.3791417,"98,460,678","37,184,392"
tt0462465,Outlander,2008,115,6.2,79965,50000000,7033683,"50,000,000","7,033,683",70761206.29995866,9954237.876230244,"70,761,206","9,954,237"
tt0462499,Rambo,2008,92,7.0,250197,50000000,113200000,"50,000,000","113,200,000",70761206.29995866,160203371.06310642,"70,761,206","160,203,371"
tt0462504,Rescue Dawn,2006,125,7.3,113290,10000000,7177143,"10,000,000","7,177,143",15114186.507936507,10847667.789613096,"15,114,186","10,847,667"
tt0462538,The Simpsons Movie,2007,87,7.3,356514,75000000,527068851,"75,000,000","527,068,851",110217177.41702114,774560547.4886998,"110,217,177","774,560,547"
tt0463034,"You, Me and Dupree",2006,110,5.6,85371,54000000,130628903,"54,000,000","130,628,903",81616607.14285715,197434960.32691467,"81,616,607","197,434,960"
tt0463854,28 Weeks Later,2007,100,6.9,307541,15000000,65048725,"15,000,000","65,048,725",22043435.48340423,95593158.18768026,"22,043,435","95,593,158"
tt0463985,The Fast and the Furious: Tokyo Drift,2006,104,6.1,312984,85000000,158964610,"85,000,000","158,964,610",128470585.31746033,240262076.3701389,"128,470,585","240,262,076"
tt0463998,Freedom Writers,2007,123,7.6,88341,21000000,43095175,"21,000,000","43,095,175",30860809.676765922,63331047.31723432,"30,860,809","63,331,047"
tt0465142,American Dreamz,2006,107,5.5,25431,17000000,16700000,"17,000,000","16,700,000",25694117.063492063,25240691.46825397,"25,694,117","25,240,691"
tt0465234,National Treasure: Book of Secrets,2007,124,6.5,260442,130000000,459200000,"130,000,000","459,200,000",191043107.52283666,674823038.2652814,"191,043,107","674,823,038"
tt0465494,Hitman,2007,94,6.2,182571,24000000,99965753,"24,000,000","99,965,753",35269496.77344677,146905908.45369485,"35,269,496","146,905,908"
tt0465502,Igor,2008,87,5.9,24653,25000000,30700000,"25,000,000","30,700,000",35380603.14997933,43447380.66817462,"35,380,603","43,447,380"
tt0465538,Michael Clayton,2007,119,7.2,177859,25000000,92991835,"25,000,000","92,991,835",36739059.13900705,136657301.0203914,"36,739,059","136,657,301"
tt0465551,Notes on a Scandal,2006,92,7.4,86931,15000000,49814392,"15,000,000","49,814,392",22671279.76190476,75290401.14674604,"22,671,279","75,290,401"
tt0465580,Push,2009,111,6.1,117312,38000000,49678401,"38,000,000","49,678,401",53970531.88960412,70557098.03671162,"53,970,531","70,557,098"
tt0465602,Shoot 'Em Up,2007,86,6.6,156939,39000000,26800000,"39,000,000","26,800,000",57312932.256850995,39384271.39701556,"57,312,932","39,384,271"
tt0466342,Date Movie,2006,83,2.8,63133,20000000,85749034,"20,000,000","85,749,034",30228373.015873015,129602689.2751389,"30,228,373","129,602,689"
tt0466839,I Could Never Be Your Woman,2007,97,6.0,20019,24000000,9576495,"24,000,000","9,576,495",35269496.77344677,14073256.645976212,"35,269,496","14,073,256"
tt0466856,ATL,2006,105,6.2,12558,20000000,21170563,"20,000,000","21,170,563",30228373.015873015,31997583.766001984,"30,228,373","31,997,583"
tt0466909,The Omen,2006,110,5.5,64889,25000000,119975084,"25,000,000","119,975,084",37785466.26984127,181332579.58813494,"37,785,466","181,332,579"
tt0467110,Underdog,2007,84,4.8,23254,25000000,65270477,"25,000,000","65,270,477",36739059.13900705,95919036.58136797,"36,739,059","95,919,036"
tt0467200,The Other Boleyn Girl,2008,115,6.7,122734,35000000,78269970,"35,000,000","78,269,970",49532844.409971066,110769549.88523151,"49,532,844","110,769,549"
tt0467406,Juno,2007,96,7.4,560762,7500000,232372681,"7,500,000","232,372,681",11021717.741702115,341486146.78194475,"11,021,717","341,486,146"
tt0468569,The Dark Knight,2008,152,9.0,2995601,185000000,1004558444,"185,000,000","1,004,558,444",261816463.30984706,1421675345.9249895,"261,816,463","1,421,675,345"
tt0469021,Alan Partridge,2013,90,6.9,33440,4000000,9800000,"4,000,000","9,800,000",5231901.166309662,12818157.857458673,"5,231,901","12,818,157"
tt0469263,The Astronaut Farmer,2006,104,6.3,23541,13000000,11130889,"13,000,000","11,130,889",19648442.460317463,16823433.23451389,"19,648,442","16,823,433"
tt0469494,There Will Be Blood,2007,158,8.2,665868,25000000,77208711,"25,000,000","77,208,711",36739059.13900705,113463015.97902016,"36,739,059","113,463,015"
tt0469641,World Trade Center,2006,129,6.0,89365,65000000,163200000,"65,000,000","163,200,000",98242212.3015873,246663523.80952382,"98,242,212","246,663,523"
tt0469903,The Express,2008,130,7.2,23199,40000000,9793496,"40,000,000","9,793,496",56608965.03996693,13859991.8170764,"56,608,965","13,859,991"
tt0470705,Bug,2006,102,6.1,39116,4000000,8095658,"4,000,000","8,095,658",6045674.603174604,12235928.491646824,"6,045,674","12,235,928"
tt0470752,Ex Machina,2014,108,7.7,613959,15000000,36869414,"15,000,000","36,869,414",19306442.619626928,47454481.72068465,"19,306,442","47,454,481"
tt0470765,For Your Consideration,2006,86,6.3,16510,12000000,5542025,"12,000,000","5,542,025",18137023.80952381,8376319.948164683,"18,137,023","8,376,319"
tt0471042,Tower Heist,2011,104,6.2,153887,75000000,152930623,"75,000,000","152,930,623",101594876.8332748,207159570.76961312,"101,594,876","207,159,570"
tt0472033,9,2009,79,7.0,152182,30000000,48428063,"30,000,000","48,428,063",42608314.64968746,68781271.53929625,"42,608,314","68,781,271"
tt0472043,Apocalypto,2006,139,7.8,342967,40000000,120654337,"40,000,000","120,654,337",60456746.03174603,182359215.24094245,"60,456,746","182,359,215"
tt0472062,Charlie Wilson's War,2007,102,7.0,127523,75000000,119483446,"75,000,000","119,483,446",110217177.41702114,175588375.54905424,"110,217,177","175,588,375"
tt0472071,Death Defying Acts,2007,97,5.8,10676,20000000,8380329,"20,000,000","8,380,329",29391247.31120564,12315416.109413434,"29,391,247","12,315,416"
tt0472160,Penelope,2006,104,6.7,67787,15000000,21156270,"15,000,000","21,156,270",22671279.76190476,31975981.059226193,"22,671,279","31,975,981"
tt0473075,Prince of Persia: The Sands of Time,2010,116,6.5,310540,200000000,336365676,"200,000,000","336,365,676",279471328.4660821,470022811.61055875,"279,471,328","470,022,811"
tt0473360,Goal II: Living the Dream,2007,115,5.8,34660,10000000,7864905,"10,000,000","7,864,905",14695623.65560282,11557968.396706888,"14,695,623","11,557,968"
tt0473705,State of Play,2009,127,7.1,163541,60000000,87800000,"60,000,000","87,800,000",85216629.29937492,124700334.20808531,"85,216,629","124,700,334"
tt0475276,United 93,2006,111,7.6,113004,15000000,76300000,"15,000,000","76,300,000",22671279.76190476,115321243.05555555,"22,671,279","115,321,243"
tt0475290,"Hail, Caesar!",2016,106,6.3,146191,22000000,63647656,"22,000,000","63,647,656",27930202.035773955,80804176.87197457,"27,930,202","80,804,176"
tt0475355,Pride,2007,104,6.3,7046,20000000,7094650,"20,000,000","7,094,650",29391247.31120564,10426030.636822255,"29,391,247","10,426,030"
tt0475394,Smokin' Aces,2006,108,6.6,154697,17000000,57103895,"17,000,000","57,103,895",25694117.063492063,86307891.9359623,"25,694,117","86,307,891"
tt0475998,The Pirates Who Don't Do Anything,2008,85,5.6,3189,15000000,13247725,"15,000,000","13,247,725",21228361.8899876,18748500.034602396,"21,228,361","18,748,500"
tt0476964,The Brave One,2007,122,6.7,64543,70000000,69766619,"70,000,000","69,766,619",102869365.58921973,102526397.6547829,"102,869,365","102,526,397"
tt0477080,Unstoppable,2010,98,6.8,212861,100000000,167805466,"100,000,000","167,805,466",139735664.23304105,234484082.53444985,"139,735,664","234,484,082"
tt0477302,Extremely Loud & Incredibly Close,2011,129,6.9,106411,40000000,55200000,"40,000,000","55,200,000",54183934.3110799,74773829.34929025,"54,183,934","74,773,829"
tt0477347,Night at the Museum,2006,108,6.5,391086,110000000,574480841,"110,000,000","574,480,841",166256051.58730158,868281057.6110218,"166,256,051","868,281,057"
tt0477348,No Country for Old Men,2007,122,8.2,1112407,25000000,171627166,"25,000,000","171,627,166",36739059.13900705,252216824.06136718,"36,739,059","252,216,824"
tt0478087,21,2008,123,6.8,272753,35000000,159808370,"35,000,000","159,808,370",49532844.409971066,226164660.7606025,"49,532,844","226,164,660"
tt0478134,In the Valley of Elah,2007,121,7.2,76227,23000000,29541790,"23,000,000","29,541,790",33799934.40788648,43413502.79528508,"33,799,934","43,413,502"
tt0478304,The Tree of Life,2011,139,6.8,187449,32000000,54700000,"32,000,000","54,700,000",43347147.448863916,74096530.17040175,"43,347,147","74,096,530"
tt0478311,Knocked Up,2007,129,6.9,391278,30000000,219900000,"30,000,000","219,900,000",44086870.96680846,323156764.186706,"44,086,870","323,156,764"
tt0478970,Ant-Man,2015,117,7.2,746008,130000000,519311965,"130,000,000","519,311,965",167124130.33664253,667612004.031061,"167,124,130","667,612,004"
tt0479143,Rocky Balboa,2006,102,7.1,236528,24000000,155929020,"24,000,000","155,929,020",36274047.61904762,235674029.0279762,"36,274,047","235,674,029"
tt0479537,Seraphim Falls,2006,115,6.6,35586,18000000,1220058,"18,000,000","1,220,058",27205535.714285716,1844018.4162500002,"27,205,535","1,844,018"
tt0479884,Crank,2006,88,6.9,269966,12000000,42900000,"12,000,000","42,900,000",18137023.80952381,64839860.11904762,"18,137,023","64,839,860"
tt0479952,Madagascar: Escape 2 Africa,2008,89,6.6,257883,150000000,603900354,"150,000,000","603,900,354",212283618.899876,854654350.6802413,"212,283,618","854,654,350"
tt0479968,One Missed Call,2008,87,4.0,34638,20000000,45847751,"20,000,000","45,847,751",28304482.519983467,64884843.33800272,"28,304,482","64,884,843"
tt0479997,Season of the Witch,2011,95,5.4,100242,40000000,91627228,"40,000,000","91,627,228",54183934.3110799,124118092.57645851,"54,183,934","124,118,092"
tt0480242,Dan in Real Life,2007,98,6.8,108823,25000000,68474305,"25,000,000","68,474,305",36739059.13900705,100627261.63589625,"36,739,059","100,627,261"
tt0480249,I Am Legend,2007,101,7.2,844460,150000000,585410052,"150,000,000","585,410,052",220434354.83404228,860296580.8398876,"220,434,354","860,296,580"
tt0480255,The Losers,2010,97,6.2,109011,25000000,23580000,"25,000,000","23,580,000",34933916.05826026,32949669.626151077,"34,933,916","32,949,669"
tt0480687,Hall Pass,2011,105,5.9,133306,36000000,83200000,"36,000,000","83,200,000",48765540.87997191,112702583.36704618,"48,765,540","112,702,583"
tt0481141,No Reservations,2007,104,6.3,81045,28000000,92601050,"28,000,000","92,601,050",41147746.2356879,136083018.09136593,"41,147,746","136,083,018"
tt0481369,The Number 23,2007,98,6.4,216747,30000000,77677553,"30,000,000","77,677,553",44086870.96680846,114152008.53761418,"44,086,870","114,152,008"
tt0481499,The Croods,2013,98,7.1,240452,135000000,587204668,"135,000,000","587,204,668",176576664.3629511,768049196.8429196,"176,576,664","768,049,196"
tt0481536,Harold & Kumar Escape from Guantanamo Bay,2008,114,6.5,143872,12000000,43493123,"12,000,000","43,493,123",16982689.511990078,61552516.98464955,"16,982,689","61,552,516"
tt0482527,It's a Boy Girl Thing,2006,95,6.2,43597,15500000,7385434,"15,500,000","7,385,434",23426989.08730159,11162482.691805556,"23,426,989","11,162,482"
tt0482546,Miss Potter,2006,88,7.0,32906,30000000,35078241,"30,000,000","35,078,241",45342559.52380952,53017907.68443452,"45,342,559","53,017,907"
tt0482571,The Prestige,2006,130,8.5,1503146,40000000,109676311,"40,000,000","109,676,311",60456746.03174603,165766821.99564484,"60,456,746","165,766,821"
tt0482572,Pride and Glory,2008,130,6.6,64522,30000000,31200557,"30,000,000","31,200,557",42456723.7799752,44155781.01101239,"42,456,723","44,155,781"
tt0482603,Space Chimps,2008,81,4.5,12908,37000000,64762724,"37,000,000","64,762,724",52363292.66196941,91653769.47022569,"52,363,292","91,653,769"
tt0483726,Man of the Year,2006,115,6.2,36021,20000000,42500000,"20,000,000","42,500,000",30228373.015873015,64235292.658730164,"30,228,373","64,235,292"
tt0483756,Nobel Son,2007,110,6.1,6233,4000000,550782,"4,000,000","550,782",5878249.462241128,809408.4988280232,"5,878,249","809,408"
tt0485947,Mr. Nobody,2009,141,7.7,251118,47000000,2331721,"47,000,000","2,331,721",66753026.28451036,3311690.0681094634,"66,753,026","3,311,690"
tt0485985,Red Tails,2012,125,5.9,37831,58000000,50365377,"58,000,000","50,365,377",76973771.09157905,66841603.450673796,"76,973,771","66,841,603"
tt0486551,Beerfest,2006,110,6.2,72447,17500000,19179969,"17,500,000","19,179,969",26449826.388888888,28988962.86824405,"26,449,826","28,988,962"
tt0486576,Fantastic Four: Rise of the Silver Surfer,2007,92,5.6,284911,130000000,301913131,"130,000,000","301,913,131",191043107.52283666,443680174.98607135,"191,043,107","443,680,174"
tt0486578,First Sunday,2008,96,4.6,12008,20000000,38800000,"20,000,000","38,800,000",28304482.519983467,54910696.08876792,"28,304,482","54,910,696"
tt0486583,Fred Claus,2007,116,5.7,49419,100000000,97800000,"100,000,000","97,800,000",146956236.5560282,143723199.35179558,"146,956,236","143,723,199"
tt0486655,Stardust,2007,127,7.6,291164,70000000,137500000,"70,000,000","137,500,000",102869365.58921973,202064825.26453876,"102,869,365","202,064,825"
tt0486674,What Just Happened,2008,104,5.6,28884,25000000,6673422,"25,000,000","6,673,422",35380603.14997933,9444387.817373654,"35,380,603","9,444,387"
tt0486822,Disturbia,2007,105,6.8,264114,20000000,117760134,"20,000,000","117,760,134",29391247.31120564,173055861.0897358,"29,391,247","173,055,861"
tt0486946,Wild Hogs,2007,100,5.9,125442,60000000,253625427,"60,000,000","253,625,427",88173741.93361692,372718382.4683566,"88,173,741","372,718,382"
tt0488120,Fracture,2007,113,7.2,226184,10000000,91354215,"10,000,000","91,354,215",14695623.65560282,134250716.2993026,"14,695,623","134,250,716"
tt0488658,Unaccompanied Minors,2006,90,5.4,12751,26000000,21949234,"26,000,000","21,949,234",39296884.920634925,33174481.638234127,"39,296,884","33,174,481"
tt0489049,Fanboys,2009,90,6.5,62032,3900000,948753,"3,900,000","948,753",5539080.90445937,1347492.211627831,"5,539,080","1,347,492"
tt0489099,Jumper,2008,88,6.1,330313,85000000,222231186,"85,000,000","222,231,186",120294050.70992973,314506935.9766097,"120,294,050","314,506,935"
tt0489244,Night of the Living Dead 3D,2006,80,3.1,3975,3000000,1657729,"3,000,000","1,657,729",4534255.952380952,2505522.5285615083,"4,534,255","2,505,522"
tt0489270,Saw III,2006,108,6.2,220005,10000000,164874275,"10,000,000","164,874,275",15114186.507936507,249194054.27108136,"15,114,186","249,194,054"
tt0489282,Strange Wilderness,2008,87,5.2,23128,20000000,7000000,"20,000,000","7,000,000",28304482.519983467,9906568.881994212,"28,304,482","9,906,568"
tt0490076,All the Boys Love Mandy Lane,2006,90,5.5,35428,750000,1757270,"750,000","1,757,270",1133563.988095238,2655970.652480159,"1,133,563","2,655,970"
tt0490086,A Prueba De Hombres,2007,105,6.2,49230,7500000,8742330,"7,500,000","8,742,330",11021717.741702115,12847399.15530862,"11,021,717","12,847,399"
tt0490181,Mutant Chronicles,2008,111,5.2,27424,8000000,2131057,"8,000,000","2,131,057",11321793.007993387,3015923.28027942,"11,321,793","3,015,923"
tt0490204,Reign Over Me,2007,124,7.4,100881,20000000,22222308,"20,000,000","22,222,308",29391247.31120564,32657067.512689177,"29,391,247","32,657,067"
tt0490215,Silence,2016,161,7.2,126963,46000000,23834809,"46,000,000","23,834,809",58399513.34752736,30259592.311549246,"58,399,513","30,259,592"
tt0491152,Something Borrowed,2011,112,5.8,66327,35000000,65090821,"35,000,000","65,090,821",47410942.52219491,88171919.23295648,"47,410,942","88,171,919"
tt0491175,Suburbicon,2017,105,5.8,48433,25000000,12751667,"25,000,000","12,751,667",31076819.51697128,15851250.155980745,"31,076,819","15,851,250"
tt0491203,Tulip Fever,2017,105,6.2,23634,25000000,9204549,"25,000,000","9,204,549",31076819.51697128,11441924.320324738,"31,076,819","11,441,924"
tt0492044,The Haunting in Connecticut,2009,92,5.8,66580,10000000,77578320,"10,000,000","77,578,320",14202771.549895821,110182715.6184714,"14,202,771","110,182,715"
tt0492389,Furry Vengeance,2010,92,3.9,18699,35000000,36236710,"35,000,000","36,236,710",48907482.481564365,50635607.414700806,"48,907,482","50,635,607"
tt0492956,The Game Plan,2007,110,6.4,102215,22000000,147880543,"22,000,000","147,880,543",32330372.042326204,217319680.59141898,"32,330,372","217,319,680"
tt0493405,CHIPS,2017,100,6.0,52354,25000000,26800152,"25,000,000","26,800,152",31076819.51697128,33314539.469255872,"31,076,819","33,314,539"
tt0493464,Wanted,2008,110,6.7,418620,75000000,342463063,"75,000,000","342,463,063",106141809.449938,484661989.0211748,"106,141,809","484,661,989"
tt0494238,Inkheart,2008,106,6.1,83721,60000000,62803180,"60,000,000","62,803,180",84913447.5599504,88880575.52546877,"84,913,447","88,880,575"
tt0496806,Ocean's Thirteen,2007,122,6.9,376009,85000000,311312624,"85,000,000","311,312,624",124912801.07262397,457493316.1542186,"124,912,801","457,493,316"
tt0497465,Vicky Cristina Barcelona,2008,96,7.1,273888,15000000,96409830,"15,000,000","96,409,830",21228361.8899876,136441517.39947888,"21,228,361","136,441,517"
tt0498353,Hostel: Part II,2007,94,5.5,98864,10200000,35728183,"10,200,000","35,728,183",14989536.128714876,52504793.12665065,"14,989,536","52,504,793"
tt0498380,Letters from Iwo Jima,2006,141,7.8,173227,19000000,68673228,"19,000,000","68,673,228",28716954.365079366,103793997.60940476,"28,716,954","103,793,997"
tt0498381,Rings,2017,102,4.5,44306,25000000,83080890,"25,000,000","83,080,890",31076819.51697128,103275592.95357375,"31,076,819","103,275,592"
tt0499448,The Chronicles of Narnia: Prince Caspian,2008,150,6.5,231747,225000000,419665568,"225,000,000","419,665,568",318425428.349814,593920836.6847466,"318,425,428","593,920,836"
tt0499549,Avatar,2009,162,7.9,1424113,237000000,2923706026,"237,000,000","2,923,706,026",336605685.73253095,4152472876.6331773,"336,605,685","4,152,472,876"
tt0499556,War,2007,103,6.2,98863,25000000,40452643,"25,000,000","40,452,643",36739059.13900705,59447681.74024558,"36,739,059","59,447,681"
tt0758730,Aliens vs. Predator: Requiem,2007,94,4.6,139979,40000000,130290885,"40,000,000","130,290,885",58782494.62241128,191470581.17154264,"58,782,494","191,470,581"
tt0758746,Friday the 13th,2009,97,5.5,121375,19000000,91509154,"19,000,000","91,509,154",26985265.94480206,129968360.89862356,"26,985,265","129,968,360"
tt0758752,Love & Other Drugs,2010,112,6.7,234107,30000000,102800000,"30,000,000","102,800,000",41920699.26991232,143648262.83156618,"41,920,699","143,648,262"
tt0758758,Into the Wild,2007,148,8.1,675993,15000000,56255142,"15,000,000","56,255,142",22043435.48340423,82670439.55244957,"22,043,435","82,670,439"
tt0758766,Music and Lyrics,2007,104,6.5,109261,40000000,145896422,"40,000,000","145,896,422",58782494.62241128,214403891.0411012,"58,782,494","214,403,891"
tt0758774,Body of Lies,2008,128,7.0,244321,70000000,113280098,"70,000,000","113,280,098",99065688.81994213,160316727.68515068,"99,065,688","160,316,727"
tt0758794,We Are Marshall,2006,131,7.1,66202,65000000,43500000,"65,000,000","43,500,000",98242212.3015873,65746711.30952381,"98,242,212","65,746,711"
tt0762114,License to Wed,2007,91,5.3,41190,35000000,69307224,"35,000,000","69,307,224",51434682.79460987,101851288.05185635,"51,434,682","101,851,288"
tt0762121,The Nativity Story,2006,101,6.8,12686,35000000,46400000,"35,000,000","46,400,000",52899652.777777776,70129825.3968254,"52,899,652","70,129,825"
tt0762125,Planet 51,2009,91,6.0,59919,70000000,104945765,"70,000,000","104,945,765",99419400.84927075,149052072.54240528,"99,419,400","149,052,072"
tt0763304,Doogal,2006,78,2.8,5562,20000000,27450189,"20,000,000","27,450,189",30228373.015873015,41488727.622410715,"30,228,373","41,488,727"
tt0765429,American Gangster,2007,157,7.8,469506,100000000,266500000,"100,000,000","266,500,000",146956236.5560282,391638370.42181516,"146,956,236","391,638,370"
tt0765443,Eastern Promises,2007,100,7.6,269558,51500000,56106607,"51,500,000","56,106,607",75682461.82635452,82452158.10648108,"75,682,461","82,452,158"
tt0765446,Escape from Planet Earth,2012,89,5.8,27373,40000000,74597643,"40,000,000","74,597,643",53085359.37350279,99001067.17678164,"53,085,359","99,001,067"
tt0770703,What's Your Number?,2011,106,6.0,89533,20000000,30426096,"20,000,000","30,426,096",27091967.15553995,41215139.675165266,"27,091,967","41,215,139"
tt0770752,Fool's Gold,2008,112,5.7,86704,70000000,111231041,"70,000,000","111,231,041",99065688.81994213,157416852.7832032,"99,065,688","157,416,852"
tt0770828,Man of Steel,2013,143,7.1,830875,225000000,668045518,"225,000,000","668,045,518",294294440.60491854,873787031.1930356,"294,294,440","873,787,031"
tt0775552,Aliens in the Attic,2009,86,5.4,25087,45000000,57881056,"45,000,000","57,881,056",63912471.974531196,82207141.54347269,"63,912,471","82,207,141"
tt0780504,Drive,2011,100,7.8,731709,15000000,78100000,"15,000,000","78,100,000",20318975.36665496,105794131.7423835,"20,318,975","105,794,131"
tt0780511,Everybody's Fine,2009,99,7.1,64929,21000000,16443609,"21,000,000","16,443,609",29825820.254781224,23354482.208281085,"29,825,820","23,354,482"
tt0780516,Flawless,2007,108,6.7,27266,20000000,6819587,"20,000,000","6,819,587",29391247.31120564,10021808.403864145,"29,391,247","10,021,808"
tt0780521,The Princess and the Frog,2009,97,7.2,176019,105000000,270997378,"105,000,000","270,997,378",149129101.27390614,384891385.0354764,"149,129,101","384,891,385"
tt0780534,My Mom's New Boyfriend,2008,119,5.3,12704,25000000,7926601,"25,000,000","7,926,601",35380603.14997933,11217916.972369174,"35,380,603","11,217,916"
tt0780536,In Bruges,2008,107,7.9,476873,15000000,34533783,"15,000,000","34,533,783",21228361.8899876,48873042.86362011,"21,228,361","48,873,042"
tt0780571,Mr. Brooks,2007,120,7.3,160132,20000000,48443734,"20,000,000","48,443,734",29391247.31120564,71191088.33361305,"29,391,247","71,191,088"
tt0780622,Teeth,2007,94,5.4,48115,2000000,2340110,"2,000,000","2,340,110",2939124.731120564,3438937.5872712717,"2,939,124","3,438,937"
tt0780653,The Wolfman,2010,103,5.8,114899,150000000,140700000,"150,000,000","140,700,000",209603496.34956157,196608079.57588875,"209,603,496","196,608,079"
tt0783233,Atonement,2007,123,7.8,311767,30000000,131016624,"30,000,000","131,016,624",44086870.96680846,192537099.89316198,"44,086,870","192,537,099"
tt0787475,Hot Rod,2007,88,6.7,95913,25000000,14353654,"25,000,000","14,353,654",36739059.13900705,21093589.7266738,"36,739,059","21,093,589"
tt0790604,Deck the Halls,2006,93,5.1,36484,51000000,47231070,"51,000,000","47,231,070",77082351.1904762,71385920.09494047,"77,082,351","71,385,920"
tt0790628,The Incredible Burt Wonderstone,2013,100,5.9,76895,30000000,27437881,"30,000,000","27,437,881",39239258.74732247,35888070.40124143,"39,239,258","35,888,070"
tt0790636,Dallas Buyers Club,2013,117,7.9,532799,5000000,55736588,"5,000,000","55,736,588",6539876.457887078,72902079.94083028,"6,539,876","72,902,079"
tt0790686,Mirrors,2008,110,6.1,116209,35000000,72400000,"35,000,000","72,400,000",49532844.409971066,102462226.72234015,"49,532,844","102,462,226"
tt0790712,The Messenger,2009,113,7.1,37517,6500000,1595417,"6,500,000","1,595,417",9231801.507432284,2265934.317782014,"9,231,801","2,265,934"
tt0790724,Jack Reacher,2012,130,7.0,377360,60000000,218300000,"60,000,000","218,300,000",79628039.06025419,289713348.7808915,"79,628,039","289,713,348"
tt0790736,R.I.P.D.,2013,96,5.6,147537,130000000,61600000,"130,000,000","61,600,000",170036787.90506402,80571277.9611688,"170,036,787","80,571,277"
tt0790804,The Comebacks,2007,84,4.3,12198,15000000,13500000,"15,000,000","13,500,000",22043435.48340423,19839091.935063805,"22,043,435","19,839,091"
tt0791304,Georgia Rule,2007,113,5.9,28066,20000000,25000167,"20,000,000","25,000,167",29391247.31120564,36739304.5559221,"29,391,247","36,739,304"
tt0795351,Case 39,2009,109,6.2,95382,27000000,29000000,"27,000,000","29,000,000",38347483.18471872,41188037.49469788,"38,347,483","41,188,037"
tt0795368,Death at a Funeral,2007,90,7.3,124143,9000000,46789413,"9,000,000","46,789,413",13226061.290042538,68759960.45145701,"13,226,061","68,759,960"
tt0795421,Mamma Mia!,2008,108,6.5,288616,52000000,609841637,"52,000,000","609,841,637",73591654.55195701,863062597.7212301,"73,591,654","863,062,597"
tt0795461,Scary Movie V,2013,86,3.6,79751,20000000,78378744,"20,000,000","78,378,744",26159505.83154831,102517460.53687161,"26,159,505","102,517,460"
tt0796366,Star Trek,2009,127,7.9,628229,150000000,386839614,"150,000,000","386,839,614",213041573.24843732,549419466.4091882,"213,041,573","549,419,466"
tt0796375,You Kill Me,2007,93,6.4,19203,4000000,3748295,"4,000,000","3,748,295",5878249.462241128,5508353.267017777,"5,878,249","5,508,353"
tt0799934,Be Kind Rewind,2008,102,6.4,95280,20000000,30600000,"20,000,000","30,600,000",28304482.519983467,43305858.2555747,"28,304,482","43,305,858"
tt0799949,Epic Movie,2007,86,2.4,111127,20000000,87238158,"20,000,000","87,238,158",29391247.31120564,128201913.83760163,"29,391,247","128,201,913"
tt0800039,Forgetting Sarah Marshall,2008,111,7.1,309349,30000000,105173115,"30,000,000","105,173,115",42456723.7799752,148843529.75448555,"42,456,723","148,843,529"
tt0800080,The Incredible Hulk,2008,112,6.6,540544,150000000,264770996,"150,000,000","264,770,996",212283618.899876,374710301.4040306,"212,283,618","374,710,301"
tt0800240,Deception,2008,107,6.0,41575,25000000,18024545,"25,000,000","18,024,545",35380603.14997933,25508770.944157768,"35,380,603","25,508,770"
